episode,speakers,utterances,emotions
monishaadaptstohighsociety,rosesh,kutti kamini haramzaadi,neutral
monishaadaptstohighsociety,maya,"right. kutti kamini haramzaadi hai wo simple..haa aan..kya se kya bana diya hai usne humari bholi bhali monisha ko..wo purani wali monisha kahan gayi, i miss her so much..wo wapas aaegi kya?",sadness
roseshnayadon.wmv,raj gopal sharma,rosesh ready for the shot?,neutral
roseshnayadon.wmv,rosesh,yeah yeah,neutral
roseshnayadon.wmv,rosesh,sahil bhai ,neutral
roseshnayadon.wmv,raj gopal sharma,arey roko isse field mein jaa rahe hai,fear
roseshnayadon.wmv,assistant,excuse me aap field mein nahi jaa sakte ,anger
roseshnayadon.wmv,madhusudan,madhusudhan,neutral
roseshnayadon.wmv,assistant,sir wo field hai,fear
roseshnayadon.wmv,madhusudan,madhusudhan fufa,neutral
roseshnayadon.wmv,sahil,i am sorry brother,sadness
roseshnayadon.wmv,rosesh,it's ok ,joy
roseshnayadon.wmv,sahil,all the best and just go and ..,neutral
roseshnayadon.wmv,monisha,band baja do uss raj gopal sharma ki ,joy
roseshnayadon.wmv,raj gopal sharma,family drama khatam ho gaya ho toh kaam shuru karein ,contempt
roseshnayadon.wmv,rosesh,go go go,neutral
roseshnayadon.wmv,assistant,ready sir?,neutral
roseshnayadon.wmv,rosesh,yes sir,neutral
roseshnayadon.wmv,assistant,ready?,neutral
roseshnayadon.wmv,rosesh,yes,neutral
roseshnayadon.wmv,raj gopal sharma,role ,neutral
roseshnayadon.wmv,assistant2,roling,neutral
roseshnayadon.wmv,raj gopal sharma,action,neutral
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral
roseshnayadon.wmv,raj gopal sharma,cut! ye kyu aise bol raha hai. rosesh normally bolo ,neutral
roseshnayadon.wmv,rosesh,normal hi tha sir,neutral
roseshnayadon.wmv,raj gopal sharma,toh abnormal bolo,surprise
roseshnayadon.wmv,rosesh,ok,neutral
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral
roseshnayadon.wmv,raj gopal sharma,cut cut itna abnormally nahin thoda kam beech wala ok?,anger
roseshnayadon.wmv,rosesh,ok,neutral
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral
roseshnayadon.wmv,raj gopal sharma,cut! action,anger
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral
roseshnayadon.wmv,raj gopal sharma,cut! action,anger
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral
roseshnayadon.wmv,raj gopal sharma,cut! action,anger
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral
roseshnayadon.wmv,raj gopal sharma,ok,joy
roseshnayadon.wmv,maya,ye ok tha ?,surprise
roseshnayadon.wmv,raj gopal sharma,ji nahi ,neutral
roseshnayadon.wmv,maya,par aapne ok kaha,neutral
roseshnayadon.wmv,raj gopal sharma,ok ye ladka zindagi bhar actor nahi ban sakta ye wo waala ok tha ,anger
roseshnayadon.wmv,raj gopal sharma,pack up,neutral
roseshnayadon.wmv,sahil,arey ek minute excuse me director sahab just give him one more ,fear
roseshnayadon.wmv,rosesh,rehne dijiye sahil bhai meri 39 mei se ek bhi style inhe pasand nahi aayi ,sadness
roseshnayadon.wmv,monisha,matlab rosesh bhaiya ab hero nahi banenge. baldev uncle ne ghar mein jo surprise party rakhi hai hum kya karenge mummy ji ,fear
roseshnayadon.wmv,maya,arey kyun? sahil ko bhi toh award milne wala hai. i mean harvard medical journal mein iska research chapne wala hai that's not a small thing i am so proud of you darling ,joy
roseshnayadon.wmv,monisha,mei bhi lekin sahil trophy steel ki maangna haan,joy
roseshnayadon.wmv,sahil,can you just chill guys? please? rosesh dekh dil chota mat kar  ,neutral
roseshnayadon.wmv,rosesh,meine toh interview bhi dediya hai sahil bhai ,sadness
roseshnayadon.wmv,maya,haan toh keh denge tumne script padhne ke baad reject kar di thi film it was just too down market ,contempt
roseshnayadon.wmv,sahil,aur tum koi classy crossover film karne america gaye ,neutral
roseshnayadon.wmv,rosesh,america?,surprise
roseshnayadon.wmv,sahil,kyun mera award lene tum mere saath america nahi aaoge ,neutral
roseshnayadon.wmv,maya,oh that's so nice ,joy
roseshnayadon.wmv,monisha,bhai ho toh aise ,joy
roseshnayadon.wmv,maya,can we say sweet and special siblings or blood brothers. ye bhai ho toh aise is just so middle class monisha ,disgust
roseshnayadon.wmv,madhusudan,hein,neutral
roseshnayadon.wmv,rosesh,huhuhuhu,joy
roseshmarriesrita.wmw,maya,haan sarita bataya main usse are rosesh to ajanta ka naam sunte hi ucchal pada ,joy
roseshmarriesrita.wmw,monisha,ladki ka naam ajanta kyon rakha,neutral
roseshmarriesrita.wmw,indravadan,kyunki uski maa ajanta caves dekh rahi thi jab vo paida hui haha,joy
roseshmarriesrita.wmw,sahil,sochiye dad agar qutub minar dekh rahi hogi,neutral
roseshmarriesrita.wmw,indravadan,are tu kitna interesting wedding card banta rosesh ka rosesh weds qutub minar haha,joy
roseshmarriesrita.wmw,rosesh,very funny ,contempt
roseshmarriesrita.wmw,maya,nahin nahin come on main kisi ko nahin bataungi how can i do that i will talk to you later,neutral
roseshmarriesrita.wmw,maya,ok everybody apne ghar mein confession day banate hue ab ek dusre ko ek dusre se chhupaya vah koi sach bataen pahle ek baat sun lo monisha,neutral
roseshmarriesrita.wmw,monisha,kya ,neutral
roseshmarriesrita.wmw,maya,sach ko lekar koi argument koi jhagada nahin hoga ok?,neutral
roseshmarriesrita.wmw,rosesh,ok,neutral
roseshmarriesrita.wmw,maya,good,neutral
roseshmarriesrita.wmw,maya,indu pata hai abhi sarita ne kitna bada confession kia,neutral
roseshmarriesrita.wmw,indravadan,kya,neutral
roseshmarriesrita.wmw,maya,jab vo choti thi aur nimbu churaya karti thi,contempt
roseshmarriesrita.wmw,monisha,nimbu churane main bada confession kya hai ,neutral
roseshmarriesrita.wmw,indravadan,wo bade nimbu churati hogi haha,joy
roseshmarriesrita.wmw,sahil,kisi aur ke confession ko lekar lambi charcha yatra nikale apna confession start karen mom we will start with you,neutral
roseshmarriesrita.wmw,maya,me,neutral
roseshmarriesrita.wmw,sahil,hmm,neutral
roseshmarriesrita.wmw,maya,haha ok,joy
roseshmarriesrita.wmw,maya,indravadan yaad hai ek din hamare ghar per bijali chali gai aur tumhari ba ne mujh par ilzaam lagaya tha,neutral
roseshmarriesrita.wmw,indravadan,are han han yad hai are bakuda ye maya dekh jor jor se gala daba rahi hai mera haha bechari pagali thi kuchh bhi bol deti hai,joy
roseshmarriesrita.wmw,maya,actually wo,neutral
roseshmarriesrita.wmw,indravadan,maiya tumne waakiye uska gala daba,fear
roseshmarriesrita.wmw,maya,mujhse raha nahin gaya indu,neutral
roseshmarriesrita.wmw,indravadan,how could you maya meri maa,anger
roseshmarriesrita.wmw,maya,anyway pure do saal zinda rahi thi wo main tumhe kaha tha na sach sunke accept karna uska issue mat banana,neutral
roseshmarriesrita.wmw,indravadan,arey,neutral
roseshmarriesrita.wmw,maya,monisha tumhari baari,neutral
roseshmarriesrita.wmw,monisha,maine ek bar sahil ko teen din purani sabji khiladi,fear
roseshmarriesrita.wmw,monisha,ho gaya,neutral
roseshmarriesrita.wmw,maya,monisha confession beta koi aisa sach jo humei pata na ho,neutral
roseshmarriesrita.wmw,monisha,acha haan meine apne bedroom ki chaddar dhoyi nahi thi usse palat kar bicha di thi,fear
roseshmarriesrita.wmw,indravadan,fir,neutral
roseshmarriesrita.wmw,monisha,ho gaya,neutral
roseshmarriesrita.wmw,sahil,tum samjhi nahin monisha koi aisi baat jise sunkar ham chauk jaaye uh haila bolun you know aisa koi sach,neutral
roseshmarriesrita.wmw,monisha,aisa sach,neutral
roseshmarriesrita.wmw,indravadan,han bolo bolo daro mat,neutral
roseshmarriesrita.wmw,sahil,ok kal jo tiffin main tumne mujhe khana diya tha,neutral
roseshmarriesrita.wmw,monisha,wo sabji maine bilkul fresh banai thi aur aur tiffin bhi acchi tarah se dhoya tha,neutral
roseshmarriesrita.wmw,indravadan,haila,surprise
roseshmarriesrita.wmw,sahil,kya,surprise
roseshmarriesrita.wmw,rosesh,what are you saying ,surprise
roseshmarriesrita.wmw,maya,now that's a confession dekha sab log chauke na ,joy
roseshmarriesrita.wmw,maya,ok indu ab tumhari baari,neutral
roseshmarriesrita.wmw,indravadan,uh meri baari ahaan meine ek baar rosesh ko apne hathon se pani pilaya tha,neutral
roseshmarriesrita.wmw,rosesh,so ismein confession kya hai,neutral
roseshmarriesrita.wmw,indravadan,wo paani meine toilet ki tank se nikala tha,fear
roseshmarriesrita.wmw,rosesh,what ,surprise
roseshmarriesrita.wmw,rosesh,meine piya tha ?,disgust
roseshmarriesrita.wmw,indravadan,han han aur kaha bhi tha dad ke hath ka kuchh jyada meetha lag raha hai aaj,joy
roseshmarriesrita.wmw,rosesh,momma,disgust
roseshmarriesrita.wmw,maya,this is disgusting how could you do that,disgust
roseshmarriesrita.wmw,sahil,hahah there is no judgement no judgement mom,joy
roseshmarriesrita.wmw,sahil,alright it's my turn now mera confession suniye mom aapko aap ki friend yad hai dolly aunty,neutral
roseshmarriesrita.wmw,indravadan,oho wo that bombshell 38 26 36,joy
roseshmarriesrita.wmw,sahil,wo mujhe zabardasti kiss kiya karti thi,neutral
roseshmarriesrita.wmw,sahil,main 17 sal ka hua tab tak,neutral
roseshmarriesrita.wmw,maya,oh my god tumne mujhe bataya kyon nahin main rok deti hai aisi harkat,surprise
roseshmarriesrita.wmw,indravadan,isiliye to nahin bataya le hahaha,joy
roseshmarriesrita.wmw,sahil,haha,joy
roseshmarriesrita.wmw,monisha,sahil,anger
roseshmarriesrita.wmw,sahil,rosesh tumhara confession bolo,neutral
roseshmarriesrita.wmw,maya,go on,neutral
roseshmarriesrita.wmw,rosesh,well momma mei ,fear
roseshmarriesrita.wmw,maya,kya ,neutral
roseshmarriesrita.wmw,rosesh,mei shaadi shuda hun aur humara ek bacha bhi hai bye,fear
roseshmarriesrita.wmw,maya,what rosesh,surprise
roseshpoetrypublication.wmv,indravadan,arey bhai vithal arey meine jo jhute khareede the wo wapas de aao ,neutral
roseshpoetrypublication.wmv,monisha,kyun? ,surprise
roseshpoetrypublication.wmv,indravadan,kyunki rosesh ki qitab khareedne ke baad itne jhute padenge ke jhute khaaredne ki zaroorat hi nahi padegi zindagi bhar ,contempt
roseshpoetrypublication.wmv,sahil,alright mom aapko tamatar khaareedne ki bhi zaroorat nahi hai kyonki rosesh ki qitab padne ke baad log waise bhi tamtar fenk ke maarne waale hai,contempt
roseshpoetrypublication.wmv,maya,what nonsense sahil,anger
roseshpoetrypublication.wmv,monisha,sahil tamatar 35 kilo ho gaye hai ,fear
roseshpoetrypublication.wmv,maya,monisha please sahil tumse ye umeed nahi thi i mean you are really cruel,contempt
roseshpoetrypublication.wmv,sahil,me!! it was rosesh mom who was cruel to us ,anger
roseshpoetrypublication.wmv,indravadan,he is absolutely right kavi banne chala hai mera gas meri ghar ghanti arey socho bhai maya koi khudko hue gas par kavita likhta hai ,contempt
roseshpoetrypublication.wmv,maya,indravadan cooking gas par kavita thi!,anger
roseshpoetrypublication.wmv,indravadan,acha aur kavita mein jo dhum dhaam awaaze thi wo ?,contempt
roseshpoetrypublication.wmv,monisha,wo ghar ghanti ki awaaz thi daddy ji ,neutral
roseshpoetrypublication.wmv,maya,right dekha! even monisha ye baat samaj gayi .. wo monisha jo aaj tak nahi samjhi ke yu yu yu chappal khaseetke nahi chalna chaiye jo ye nahi samjhi ke ghar mein plastic bags ki exhibition nahi lagani chaiye ,contempt
roseshpoetrypublication.wmv,indravadan,ye naya point hai,neutral
roseshpoetrypublication.wmv,maya,jo ye nahi samjhi dinner party mei uhm uhm aise ungliyaan nahi chaatni chaiye. jo ye,contempt
roseshpoetrypublication.wmv,monisha,mummy ji!,sadness
roseshpoetrypublication.wmv,maya,i know bohot lambi list hai! but the point is monisha bhi ye baat samaj gayi hai aur tum i mean give the poor boy a chance tumhe kaise pata ho sakta hai ki kal rosesh ki qitab khaaredne ke liye logo ki line lage ,neutral
roseshpoetrypublication.wmv,rosesh,momma ,sadness
roseshpoetrypublication.wmv,maya,hello darling ! ,joy
roseshpoetrypublication.wmv,rosesh,ek bhi qitab nahi biki ,sadness
roseshpoetrypublication.wmv,maya,we eh eh well baby aaj pehle dinn hai ,neutral
roseshpoetrypublication.wmv,rosesh,it's ok mommma,sadness
roseshpoetrypublication.wmv,monisha,sahil dekha rosesh bhaiya kitne dhuki the jao na ,sadness
roseshpoetrypublication.wmv,sahil,i am sorry mom . but remember aap hi ne kaha tha ki honesty is the best policy ,neutral
roseshpoetrypublication.wmv,maya,iss kahavat se pehle kabhi kabhi lagana bhul gayi kabhi kabhi honesty is the best policy magar kabhi kabhi kisika dil rakhne ke liye jhut bolna padta hai kyun monisha ka dil rakhne ke liye jhut nahi bolte hum,contempt
roseshpoetrypublication.wmv,indravadan,maya bas bas bas bas ye monisha haaye haaye puran baadmein ok ok ok rosesh ka hausla badane ki puri koshish karega sahil ,neutral
roseshpoetrypublication.wmv,sahil,aur dad meri madad karenge,neutral
roseshpoetrypublication.wmv,maya,good,neutral
sahillovestory.wmv,sahil,mom aap aa rahi haina! so come fast i am waiting near the car alright! ,neutral
sahillovestory.wmv,rosesh,sahil bhai muje macchi market drop kar denge kya  ,neutral
sahillovestory.wmv,sahil,rosesh pocket money ke liye paise kamana achi baat hai lekin macchi bech kar paise kamana ,contempt
sahillovestory.wmv,rosesh,don't be silly theatre group ke annual festival ka play hai mei usmein macchimaar bana hun research karne jana hai,neutral
sahillovestory.wmv,sahil,main role kar rahe ho?,neutral
sahillovestory.wmv,rosesh,nahin hum 40 macchimaar hai lekin usmein mera main role hai director ne mujhe aage khada kia hai ,joy
sahillovestory.wmv,sahil,waah kitne dialogues hai?,neutral
sahillovestory.wmv,rosesh,dialogue toh nahi hai lekin meine improvise kar liya suniye dabduk dabduk dabduk gado ,neutral
sahillovestory.wmv,sahil,ye?,neutral
sahillovestory.wmv,rosesh,offo hum log samundar ke tufaan mein dubde hue macchi maar rahe haina toh ye dialogue dabduk dabduk finally gado,neutral
sahillovestory.wmv,sahil,great toh abhi kahan samundar ke niche drop karun ke macchi market ,contempt
sahillovestory.wmv,monisha,hello ji ,joy
sahillovestory.wmv,rosesh,sahil bhai andar beth jaao warna bolegi abhi abhi gao se aayi hun wapas jaane ke paise do,fear
sahillovestory.wmv,sahil,meri friend hai ,neutral
sahillovestory.wmv,rosesh,ye,neutral
sahillovestory.wmv,monisha,arey sasriyakaal ji doctor saab,joy
sahillovestory.wmv,sahil,ye hai manisha aur ye mera bhai rosesh ,neutral
sahillovestory.wmv,rosesh,natak mein macchi maar bana hun,neutral
sahillovestory.wmv,monisha,ek waari meine bhi natak mein kaam kita si . diler tussi tohp ho . usmein na meine diler da role kiya tha ,joy
sahillovestory.wmv,sahil,acha,neutral
sahillovestory.wmv,monisha,dardi rab rab kardi bebe dardi rab rab kardi ath mastaani teri chadti jawaani teri mei toh hun nain milaa aha aha aha aha,joy
sahillovestory.wmv,maya,aur ab bas sahil chalein ,neutral
sahillovestory.wmv,sahil,mom ye manisha hai manisha ye meri mom hai ,neutral
sahillovestory.wmv,monisha,ohh peripauna aunty ji ,joy
sahillovestory.wmv,maya,you scared me jeete raho sahil zara der ho rahi hai beta ,fear
sahillovestory.wmv,sahil,wo hum uh,neutral
sahillovestory.wmv,monisha,koi gal nahi ! tussi chalo waise bhi mei tonu ye peh lautane waaste aayi thi ginn lo pure 600 hai ,neutral
sahillovestory.wmv,sahil,lekin meine toh aapko 500 diye the ,neutral
sahillovestory.wmv,monisha,meri bauji kehte hai ke jitna lo usse zyada lautao,joy
sahillovestory.wmv,sahil,i appreciate that par uhh,joy
sahillovestory.wmv,monisha,agar zyada lataoge toh saamne se chaar gunna zyada milta hai ,joy
sahillovestory.wmv,sahil,acha iska matlab mei aapko 2400 rupay dun ,neutral
sahillovestory.wmv,monisha,oye naa ji naa bauji toh aise hi nasiyat dete rehnde hai mei bhala aapse 4 gunna paise zyada lungi?,joy
sahillovestory.wmv,sahil,par uh!,neutral
sahillovestory.wmv,monisha,haan lekin agar aap apne clinic mein bulaakar mujhe free mein facial shacial kara de toh mei mana nahi karungi toh mei aa jaun parso wo beauty treatment karane?,joy
sahillovestory.wmv,maya,sahil can we go?,contempt
sahillovestory.wmv,sahil,uhh yeah,neutral
sahillovestory.wmv,monisha,acha ji bye bye ,neutral
sahillovestory.wmv,sahil,excuse me mei aapko chod dun kahin?,neutral
sahillovestory.wmv,monisha,oye naa ji naa mei taxi se chali jaungi wo wahan khadi haina mere mama di taxi hai oye maame dr sahil! ,joy
sahillovestory.wmv,bhai (monisha),sasriyakaal!,joy
sahillovestory.wmv,sahil,haaan!! uhh haan!,neutral
sahillovestory.wmv,monisha,mere maa ka muh bola bhai hai ,neutral
sahillovestory.wmv,monisha,acha ji mei chalti hun namaste namaste ,neutral
sahillovestory.wmv,sahil,excuse me uhh uhh i am repeating myself lekin aap bohot hi dilchust insaan hai ,joy
sahilmarriesmonisha.wmv,indravadan,haan toh bilkul sahi kaha priya ne tu monisha ko bhaga ke le aa,neutral
sahilmarriesmonisha.wmv,sahil,don't be crazy dad monisha ke mann mein bhi toh kuch hona chaiye na mere liye ,contempt
sahilmarriesmonisha.wmv,indravadan,arey mann mein nahi hota toh ,neutral
sahilmarriesmonisha.wmv,monisha,doctor sahil doctor sahil namaste uncle ji ,neutral
sahilmarriesmonisha.wmv,indravadan,arey aao bete aao aap log baatein karo mei bhi aaya ,neutral
sahilmarriesmonisha.wmv,sahil,dad monisha aap is everything alright?,fear
sahilmarriesmonisha.wmv,monisha,aunty ji hai? mujhe ye taufa exchange karane jaana hai ,neutral
sahilmarriesmonisha.wmv,sahil,kyun? gurpreet ko acha nahi laga ye taufa ,neutral
sahilmarriesmonisha.wmv,monisha,usne mera ye diya hua taufa utha ke phenk diya uhuhuh ,sadness
sahilmarriesmonisha.wmv,indravadan,kya? dekha mei toh pehle hi kehta tha ye gurpreet bada nalayak aadmi hai ,disgust
sahilmarriesmonisha.wmv,sahil,dad aapne dekha tak nahi hai gurpreet ko anyway calm down aap bethiye na yahan bethiye bethiye ,neutral
sahilmarriesmonisha.wmv,indravadan,betho beti  ,neutral
sahilmarriesmonisha.wmv,monisha,apne saare patients ke saamne usne mera ye taufa utha ke phenk diya ,sadness
sahilmarriesmonisha.wmv,indravadan,kya? patients ke saamne ,surprise
sahilmarriesmonisha.wmv,monisha,haan uncle ji 4 kutte 3 billiyaan aur ek bandar bhi tha jaanwar bale hi bezubaan hote hai lekin samjhte toh wo sab kuch haina ,sadness
sahilmarriesmonisha.wmv,indravadan,haan haan bilkul aur kuch bolne waale jaanwar sab kuch samjhte hue bhi kuch bolte nahi hai ullu ke pathe ,contempt
sahilmarriesmonisha.wmv,sahil,dad ! relax will you dad ,neutral
sahilmarriesmonisha.wmv,sahil,mujhe aisa lagta hai ke aapne hi kuch kiya hoga jisse ,neutral
sahilmarriesmonisha.wmv,monisha,meine toh bas kaha lo ji happy engagement . ab lassi banana aasaan hoga gurpreet aur itne pyaar se meine ye ye blender diya tha ,sadness
sahilmarriesmonisha.wmv,sahil,aapne apne mangetar ko taufe mein blender diya ,surprise
sahilmarriesmonisha.wmv,monisha,haan pure 4 saal ki gurantee wala hai agar 4 saal mein kuch bhi bigad jaaye toh pure paise wapas socho agar 2 saal mein bigad gaya toh hum ussi paiso se kuch aur bhi toh le sakte the na haina?,joy
sahilmarriesmonisha.wmv,indravadan,badi dur ki sochti hai ye haina?,neutral
sahilmarriesmonisha.wmv,monisha,lekin dekhiye na uncle ji usse iss baat ki qadar hi kahan hai pehle toh blender dekh ke bad badane laga aur fir jab meine kaha ki doctor sahil ki mummy bhi doctor sahil ki tarah achi hai unhone mujhe shopping karwai ice cream khilwai toh ye blender uthake phenk diya inka naam sunte hi maano uske sar pe bhut sawaar uthta hai ,sadness
sahilmarriesmonisha.wmv,indravadan,haan kyunki wo jalta hai sahil se aur tum dono bohot kareeb hona ,neutral
sahilmarriesmonisha.wmv,monisha,lekin uncle ji jalan kis baat ki meine toh sirf 25-30 baar hi naam liya hoga doctor sahil ka ,sadness
sahilmarriesmonisha.wmv,indravadan,lo aur itni si baat ke liye usne pura blender uthake phenk diya mei toh kehta hun jaanwaro ka ilaaj karte karte wo khud bhi jaanwar ho gaya hai ,disgust
sahilmarriesmonisha.wmv,sahil,aap uthiye ye gift exchange kijiye aur gurpreet ko jo pasand ho wo aap usse dijiye aur jaake sorry kahiye ,neutral
sahilmarriesmonisha.wmv,monisha,mei sorry kahun! ,surprise
sahilmarriesmonisha.wmv,sahil,kyunki aapne galati ki hai ,contempt
sahilmarriesmonisha.wmv,monisha,huh!,neutral
sahilmarriesmonisha.wmv,sahil,come on come on let's go let's go ,neutral
baldev,maya,hello indravardhan kaise ho tum,neutral
baldev,indravardhan,kaam ki baat karo... polite conversations ke liye mere paas waqt nahi hai,neutral
baldev,maya,haha.. polite baate tumhe aati hi kab thi..,contempt
baldev,indravardhan,hmm,neutral
baldev,maya,aur ab monisha ke ghar pe rehe rahe ho to...,neutral
baldev,indravardhan,"aray,, mai, mai, monisha ke ghar pe kyu rehene laga bhala!?",surprise
baldev,maya,kyu?... agar hum dono saath nahi rehe rahai hai to tumhe hi ghar chodke jana pada hoga na... mai apna ghar thodi chodungi,neutral
baldev,indravardhan,yani... ye ghar mera nahi hai,surprise
baldev,maya,legally to mere hi naam pe hai na,joy
baldev,indravardhan,aray but...,neutral
baldev,maya,ye ghar.. humari dono gadiya... bank locker ki jewellery... alibaug ka cottage...,neutral
baldev,indravardhan,aaila..,surprise
baldev,maya,ye aaila proove karta hai ki tum monisha ke hi ghar pe rehe rahe ho,contempt
baldev,indravardhan,anyway anyway... hmmm... ye rahe divorce ke kaagajaat jara sign kar do,neutral
baldev,maya,"pahale meri kuch sharte hai, sun lo",anger
baldev,indravardhan,"pahale tumhe meri sharte sunni hogi, okay... is flat ha aadha hissa, aadhe paise...",neutral
baldev,maya,tumhe nahi milenge... next,neutral
baldev,indravardhan,humari do gadiyon mese ek gaadi..,neutral
baldev,maya,choti wali tumhe de dungi.. next,neutral
baldev,indravardhan,"vo.., umm... humare bank ke locker mein jo jwellery rakkhi hai bahut sari vo sab...",neutral
baldev,maya,us par tumhara koi haak nahi hai,neutral
baldev,indravardhan,hai!?,surprise
baldev,maya,"ab meri sharte suno... har mahine tum muze 60,000 rs doge for maintenance... humare alliance industries ke 35,000 shares mein se 20,000 mere... tumhare vrs ke 80,00,000 mein se 25,00,000 meer aur 25,00,000 rosesh ke... alibaug ka cottage to mera hai hi... aur haa... mental harrasment ka muafja tum mujhe 15,00,000 rs doge, varana mai tumhare khilaf attempt to murder ka case darj karva dungi",neutral
baldev,indravardhan,attempt to murder!?,surprise
baldev,maya,agar chehere pe laal-neele nishan pad sakte hai to gale pe strangulation ka nishan nahi pad sakta,joy
baldev,maya,so... mere sharte qubool kar lo... varana... criminal proceedings suru karva dungi indravardhan sarabhai,anger
baldev,indravardhan,hehehehe... maya tum.. tum... tum.. please mujhe divorce mat dena... bapre baap tum to bahut khatarnak ho.. hehehe,joy
baldev,maya,aray don't worry about that... but point is... what is the point?,neutral
baldev,indravardhan,"haa... now the point is ki agar aurat mard ko divorce deti hai to uski baniyan, shirt, patloon, sab utar deti hai",joy
baldev,maya,"kyu na demand kare aurat apna haak... ha... aray bechaari abla, besahara jaegi kaha vo",sadness
dushyant,indravardhan,to is baat ko lekar to dushyant se to tumhara rooj jhagada ho raha hota?,joy
dushyant,madhusudan,"indu, light kyu band kar di tumne?",neutral
dushyant,indravardhan,"madhu bhai, light maine band nahi ki.",neutral
dushyant,madhusudan,"baat mat badal, bata light kyu band kar di?",neutral
dushyant,indravardhan,"inko utha ke, mai balcony se bahar fek du?",anger
dushyant,madhusudan,hai?,neutral
dushyant,indravardhan,light apne aap chali gayi.,neutral
dushyant,madhusudan,hai?,neutral
dushyant,indravardhan,power failure.,neutral
dushyant,madhusudan,hai?,neutral
dushyant,indravardhan,"oh ho, abhi andere mein kis tarah ishara kar inko samajhau ke, ki power failure hua hai.",anger
dushyant,sonya,aray to mat samajhaiye na.,neutral
dushyant,indravardhan,"aray to ye chodenge thodi, 'hai? hai?' kar ke jaan kha jaenge meri.",anger
dushyant,madhusudan,aray ye kya bol raha hai tu. jara joor re bol bewakoof.,anger
dushyant,indravardhan,bewakoof!? behare hai aap. 'hai? hai?' aap karte ho. aur bewakoof hu mai?... suno..,anger
dushyant,madhusudan,dekha sonya. firse akdam baakdam bolna shuru kar diya isne. ram jane spasht bolna kab seekhega tera baap.,anger
dushyant,indravardhan,vo bada wala chhura kaha hai? aaj to mai unko... ,anger
dushyant,sonya,"aray dad, dad!",fear
dushyant,sonya,"ye 'hai? hai?' tabhi karte hai jab ine lagta hai ki hum baat kar rahe hai. dekhiye mai muh hilaye bina baat kar rahi hu, to ye  'haan? haan?' kar rahe hai?",neutral
dushyant,indravardhan,aray haan.,joy
dushyant,sonya,hmmm.,neutral
dushyant,sonya,ho gaye na apne aap mein busy.,joy
dushyant,indravardhan,"haan. to abse apan, isi tarah, hile bager, baat karte rahenge.",neutral
dushyant,sonya,"hmm, hmmm.",neutral
dushyant,indravardhan,"bhagwaan kar, aur subah tak bijali na aae. kamse kam ye hai-hai kumar se to chhutakaara milega. hahaha..",joy
dushyant,sonya,hmm.. hehe..,neutral
dushyant,indravardhan,"aray. magar ye buddhaa, ye andhere mein dhoond kya raha hai.",neutral
dushyant,madhusudan,"mil gayi indu, mil gaye!",joy
dushyant,indravardhan,kya mil gaya ise?,neutral
dushyant,indravardhan,"ohh. oh ho, sonya, ye..., mere upar muh pe torch kyu maar rahe hai.",anger
dushyant,madhusudan,"hai? kya bola, kya bola?",neutral
dushyant,indravardhan,"kuch nahi, aaiye, mai aapko balcony ke bahar phek deta hu, aaiye, aaiye.",anger
dushyant,sonya,dad! haha...,joy
election,sahil,my vote goes to maya sarabhai.,neutral
election,rosesh,yay! woopie!,joy
election,maya,"hahaha. oh my god. oh, thank you so much sweetie!",joy
election,rosesh,thank you bhai.,joy
election,mrs. sanghavi,congrats!,joy
election,maya,thank you.,joy
election,rosesh,"please sit down, sit dowm,",neutral
election,rosesh,moma speech...,neutral
election,maya,"oh, haha..., well, ladies and gentlemen, humari society bach gayi hai.",joy
election,maya,"lekin, use aur safe banane ke liye, maine kuch rule sooche hai. rule number 1...",neutral
election,mrs. sanghavi,oh my god! it's  a tie!,joy
election,monisha,tie!?,surprise
election,maya,tie!?,surprise
election,rosesh,tie!?,surprise
election,indravardhan,"oh ho, rosesh, tu kyu aya!",anger
election,indravardhan,"tu nahi ata, to monisha jeet gae hoti na.",sadness
election,maya,"well ab kya kare. sare members ne to votes de diye hai. to obviously, mai hi...",neutral
election,indravardhan,"kya ab? sahil kaha aaya hai, huh.",neutral
election,maya,huh?,neutral
election,indravardhan,sahil ka vote to baaki hai na.,neutral
election,indravardhan,"haan, hello sahil. aray bhai, aa ja bhai, election khatam ho gaya hai.",joy
election,indravardhan,"haan haan, the coast is clear.",joy
election,indravardhan,"just 5 more minutes, aata hi hoga sahil.",neutral
election,mrs. sanghavi,"okay, no problem.",neutral
election,sahil,hi!,neutral
election,indravardhan,there!,neutral
election,monisha,sahil aa gaye!,joy
election,sahil,kaun jeeta?,neutral
election,maya,"well, it's a tie.",neutral
election,maya,"can you believe it, kuch logonne monisha ko bhi vote diye hai.  ",contempt
election,maya,"beta, ab tum apna vote daal do, taaki pata chale ki kaun secretary bana hai.",neutral
