episode,speakers,utterances,emotions,cleaned_utterances,hindi_utterances,english_utterances
monishaadaptstohighsociety,rosesh,kutti kamini haramzaadi,neutral,kutti kamini haramzaadi,कुत्ति कमिनि हरम्ज़ादि,kutti kamini haramzaadi
monishaadaptstohighsociety,maya,"right. kutti kamini haramzaadi hai wo simple..haa aan..kya se kya bana diya hai usne humari bholi bhali monisha ko..wo purani wali monisha kahan gayi, i miss her so much..wo wapas aaegi kya?",sadness,right kutti kamini haramzaadi hai wo simple haa aan kya se kya bana diya hai usne humari bholi bhali monisha ko wo purani wali monisha kahan gayi miss much wo wapas aaegi kya,"रिघ्त्। कुत्ति कमिनि हरम्ज़ादि है वो सिम्प्ले॥हा आन्॥क्य से क्य बन दिय है उस्ने हुमरि भोलि भलि मोनिश को॥वो पुरनि वलि मोनिश कहन् गयि, इ मिस्स् हेर् सो मुच्॥वो वपस् आएगि क्य?","right. You bitch, you are a bastard, she is so simple..haa aan..what have you done to us, our innocent Monisha..where did that old Monisha go, I miss her so much..will she come back?"
roseshnayadon.wmv,raj gopal sharma,rosesh ready for the shot?,neutral,rosesh ready shot,रोसेश् रेअद्य् फ़ोर् थे शोत्?,rosesh ready for the shot?
roseshnayadon.wmv,rosesh,yeah yeah,neutral,yeah yeah,येअह् येअह्,yes yes
roseshnayadon.wmv,rosesh,sahil bhai ,neutral,sahil bhai,सहिल् भै ,sahil bhai
roseshnayadon.wmv,raj gopal sharma,arey roko isse field mein jaa rahe hai,fear,arey roko isse field mein jaa rahe hai,अरेय् रोको इस्से फ़िएल्द् मेइन् जा रहे है,hey stop he is going in this field
roseshnayadon.wmv,assistant,excuse me aap field mein nahi jaa sakte ,anger,excuse aap field mein nahi jaa sakte,एक्ष्चुसे मे आप् फ़िएल्द् मेइन् नहि जा सक्ते ,excuse me you can't go to the field
roseshnayadon.wmv,madhusudan,madhusudhan,neutral,madhusudhan,मधुसुधन्,madhusudhan
roseshnayadon.wmv,assistant,sir wo field hai,fear,sir wo field hai,सिर् वो फ़िएल्द् है,sir that's the field
roseshnayadon.wmv,madhusudan,madhusudhan fufa,neutral,madhusudhan fufa,मधुसुधन् फ़ुफ़,madhusudhan uncle
roseshnayadon.wmv,sahil,i am sorry brother,sadness,sorry brother,इ अम् सोर्र्य् ब्रोथेर्,i am sorry brother
roseshnayadon.wmv,rosesh,it's ok ,joy,ok,इत्'स् ओक् ,it's okay
roseshnayadon.wmv,sahil,all the best and just go and ..,neutral,best go,अल्ल् थे बेस्त् अन्द् जुस्त् गो अन्द् ॥,all the best and just go and..
roseshnayadon.wmv,monisha,band baja do uss raj gopal sharma ki ,joy,band baja us raj gopal sharma ki,बन्द् बज दो उस्स् रज् गोपल् शर्म कि ,band baja do us raj gopal sharma ki
roseshnayadon.wmv,raj gopal sharma,family drama khatam ho gaya ho toh kaam shuru karein ,contempt,family drama khatam ho gaya ho toh kaam shuru karein,फ़मिल्य् द्रम खतम् हो गय हो तोह् काम् शुरु करेइन् ,I have finished the family drama so now I am starting it.
roseshnayadon.wmv,rosesh,go go go,neutral,go go go,गो गो गो,go go go
roseshnayadon.wmv,assistant,ready sir?,neutral,ready sir,रेअद्य् सिर्?,ready sir?
roseshnayadon.wmv,rosesh,yes sir,neutral,yes sir,येस् सिर्,yes sir
roseshnayadon.wmv,assistant,ready?,neutral,ready,रेअद्य्?,ready?
roseshnayadon.wmv,rosesh,yes,neutral,yes,येस्,yes
roseshnayadon.wmv,raj gopal sharma,role ,neutral,role,रोले ,role
roseshnayadon.wmv,assistant2,roling,neutral,roling,रोलिन्ग्,rolling
roseshnayadon.wmv,raj gopal sharma,action,neutral,action,अच्तिओन्,action
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral,mumbai ka raja khailayega kaun pak gaya maathe ye naya,मुम्बै क रज खैलयेग कौन् पक् गय माथे ये नय दोन्,Who will give this new gift to the king of Mumbai?
roseshnayadon.wmv,raj gopal sharma,cut! ye kyu aise bol raha hai. rosesh normally bolo ,neutral,cut ye kyu aise bol raha hai rosesh normally bolo,चुत्! ये क्यु ऐसे बोल् रह है। रोसेश् नोर्मल्ल्य् बोलो ,cut! Why is he hurting so much? rosesh spoke normally
roseshnayadon.wmv,rosesh,normal hi tha sir,neutral,normal hi tha sir,नोर्मल् हि थ सिर्,normal hi tha sir
roseshnayadon.wmv,raj gopal sharma,toh abnormal bolo,surprise,toh abnormal bolo,तोह् अब्नोर्मल् बोलो,that seemed abnormal
roseshnayadon.wmv,rosesh,ok,neutral,ok,ओक्,ok
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral,mumbai ka raja khailayega kaun pak gaya maathe ye naya,मुम्बै क रज खैलयेग कौन् पक् गय माथे ये नय दोन्,Who will give this new gift to the king of Mumbai?
roseshnayadon.wmv,raj gopal sharma,cut cut itna abnormally nahin thoda kam beech wala ok?,anger,cut cut itna abnormally nahin thoda kam beech wala ok,चुत् चुत् इत्न अब्नोर्मल्ल्य् नहिन् थोद कम् बीच् वल ओक्?,"Cut cut, it's not abnormal, a little less beech was ok?"
roseshnayadon.wmv,rosesh,ok,neutral,ok,ओक्,ok
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral,mumbai ka raja khailayega kaun pak gaya maathe ye naya,मुम्बै क रज खैलयेग कौन् पक् गय माथे ये नय दोन्,Who will give this new gift to the king of Mumbai?
roseshnayadon.wmv,raj gopal sharma,cut! action,anger,cut action,चुत्! अच्तिओन्,cut! action
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral,mumbai ka raja khailayega kaun pak gaya maathe ye naya,मुम्बै क रज खैलयेग कौन् पक् गय माथे ये नय दोन्,Who will give this new gift to the king of Mumbai?
roseshnayadon.wmv,raj gopal sharma,cut! action,anger,cut action,चुत्! अच्तिओन्,cut! action
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral,mumbai ka raja khailayega kaun pak gaya maathe ye naya,मुम्बै क रज खैलयेग कौन् पक् गय माथे ये नय दोन्,Who will give this new gift to the king of Mumbai?
roseshnayadon.wmv,raj gopal sharma,cut! action,anger,cut action,चुत्! अच्तिओन्,cut! action
roseshnayadon.wmv,rosesh,mumbai ka raja khailayega kaun pak gaya maathe ye naya don,neutral,mumbai ka raja khailayega kaun pak gaya maathe ye naya,मुम्बै क रज खैलयेग कौन् पक् गय माथे ये नय दोन्,Who will give this new gift to the king of Mumbai?
roseshnayadon.wmv,raj gopal sharma,ok,joy,ok,ओक्,ok
roseshnayadon.wmv,maya,ye ok tha ?,surprise,ye ok tha,ये ओक् थ ?,was this ok?
roseshnayadon.wmv,raj gopal sharma,ji nahi ,neutral,ji nahi,जि नहि ,ji nahi
roseshnayadon.wmv,maya,par aapne ok kaha,neutral,par aapne ok kaha,पर् आप्ने ओक् कह,but you said ok
roseshnayadon.wmv,raj gopal sharma,ok ye ladka zindagi bhar actor nahi ban sakta ye wo waala ok tha ,anger,ok ye ladka zindagi bhar actor nahi ban sakta ye wo waala ok tha,ओक् ये लद्क ज़िन्दगि भर् अच्तोर् नहि बन् सक्त ये वो वाल ओक् थ ,"ok this boy is not an actor in life, he was ok tha"
roseshnayadon.wmv,raj gopal sharma,pack up,neutral,pack,पच्क् उप्,pack up
roseshnayadon.wmv,sahil,arey ek minute excuse me director sahab just give him one more ,fear,arey ek minute excuse director sahab give one,अरेय् एक् मिनुते एक्ष्चुसे मे दिरेच्तोर् सहब् जुस्त् गिवे हिम् ओने मोरे ,arey one minute excuse me director sahab just give him one more
roseshnayadon.wmv,rosesh,rehne dijiye sahil bhai meri 39 mei se ek bhi style inhe pasand nahi aayi ,sadness,rehne dijiye sahil bhai meri mei se ek bhi style inhe pasand nahi aayi,रेह्ने दिजिये सहिल् भै मेरि ३९ मेइ से एक् भि स्त्य्ले इन्हे पसन्द् नहि आयि ,"Leave it alone bhai, I haven't liked any of his styles since I was 39."
roseshnayadon.wmv,monisha,matlab rosesh bhaiya ab hero nahi banenge. baldev uncle ne ghar mein jo surprise party rakhi hai hum kya karenge mummy ji ,fear,matlab rosesh bhaiya ab hero nahi banenge baldev uncle ne ghar mein jo surprise party rakhi hai hum kya karenge mummy ji,मत्लब् रोसेश् भैय अब् हेरो नहि बनेन्गे। बल्देव् उन्च्ले ने घर् मेइन् जो सुर्प्रिसे पर्त्य् रखि है हुम् क्य करेन्गे मुम्म्य् जि ,"Meaning: Rosesh bhaiya will not become a hero. Baldev uncle has organized a surprise party at home, what should we do mummy ji?"
roseshnayadon.wmv,maya,arey kyun? sahil ko bhi toh award milne wala hai. i mean harvard medical journal mein iska research chapne wala hai that's not a small thing i am so proud of you darling ,joy,arey kyun sahil ko bhi toh award milne wala hai mean harvard medical journal mein iska research chapne wala hai small thing proud darling,अरेय् क्युन्? सहिल् को भि तोह् अवर्द् मिल्ने वल है। इ मेअन् हर्वर्द् मेदिचल् जोउर्नल् मेइन् इस्क रेसेअर्च् चप्ने वल है थत्'स् नोत् अ स्मल्ल् थिन्ग् इ अम् सो प्रोउद् ओफ़् योउ दर्लिन्ग् ,arey why? Sahil is also going to get that award. i mean harvard medical journal mein iska research chapne wala hai that's not a small thing i am so proud of you darling
roseshnayadon.wmv,monisha,mei bhi lekin sahil trophy steel ki maangna haan,joy,mei bhi lekin sahil trophy steel ki maangna haan,मेइ भि लेकिन् सहिल् त्रोफ्य् स्तील् कि मान्ग्न हान्,I too but want beach trophy steel
roseshnayadon.wmv,sahil,can you just chill guys? please? rosesh dekh dil chota mat kar  ,neutral,chill guy please rosesh dekh dil chota mat kar,चन् योउ जुस्त् चिल्ल् गुय्स्? प्लेअसे? रोसेश् देख् दिल् चोत मत् कर्  ,can you just chill guys? please? seeing roses breaks my heart
roseshnayadon.wmv,rosesh,meine toh interview bhi dediya hai sahil bhai ,sadness,meine toh interview bhi dediya hai sahil bhai,मेइने तोह् इन्तेर्विएव् भि देदिय है सहिल् भै ,You have also given me an interview Sahil Bhai
roseshnayadon.wmv,maya,haan toh keh denge tumne script padhne ke baad reject kar di thi film it was just too down market ,contempt,haan toh keh denge tumne script padhne ke baad reject kar di thi film market,हान् तोह् केह् देन्गे तुम्ने स्च्रिप्त् पध्ने के बाद् रेजेच्त् कर् दि थि फ़िल्म् इत् वस् जुस्त् तू दोव्न् मर्केत् ,"Why do you think you rejected this film after reading the script, it was just too down market."
roseshnayadon.wmv,sahil,aur tum koi classy crossover film karne america gaye ,neutral,aur tum koi classy crossover film karne america gaye,और् तुम् कोइ च्लस्स्य् च्रोस्सोवेर् फ़िल्म् कर्ने अमेरिच गये ,aur tum koi classy crossover film karne America gaye
roseshnayadon.wmv,rosesh,america?,surprise,america,अमेरिच?,America?
roseshnayadon.wmv,sahil,kyun mera award lene tum mere saath america nahi aaoge ,neutral,kyun mera award lene tum mere saath america nahi aaoge,क्युन् मेर अवर्द् लेने तुम् मेरे साथ् अमेरिच नहि आओगे ,Why don't you come with me to America to take my award?
roseshnayadon.wmv,maya,oh that's so nice ,joy,oh nice,ओह् थत्'स् सो निचे ,oh that's so nice
roseshnayadon.wmv,monisha,bhai ho toh aise ,joy,bhai ho toh aise,भै हो तोह् ऐसे ,brother are you like this?
roseshnayadon.wmv,maya,can we say sweet and special siblings or blood brothers. ye bhai ho toh aise is just so middle class monisha ,disgust,say sweet special sibling blood brother ye bhai ho toh aise middle class monisha,चन् वे सय् स्वीत् अन्द् स्पेचिअल् सिब्लिन्ग्स् ओर् ब्लूद् ब्रोथेर्स्। ये भै हो तोह् ऐसे इस् जुस्त् सो मिद्द्ले च्लस्स् मोनिश ,can we say sweet and special siblings or blood brothers. ye bhai ho toh aise is just so middle class monisha
roseshnayadon.wmv,madhusudan,hein,neutral,hein,हेइन्,hein
roseshnayadon.wmv,rosesh,huhuhuhu,joy,huhuhuhu,हुहुहुहु,huhuhuhu
roseshmarriesrita.wmw,maya,haan sarita bataya main usse are rosesh to ajanta ka naam sunte hi ucchal pada ,joy,haan sarita bataya main usse rosesh ajanta ka naam sunte hi ucchal pada,हान् सरित बतय मैन् उस्से अरे रोसेश् तो अजन्त क नाम् सुन्ते हि उच्चल् पद ,I told Sarita that I am angry and I heard the name of the agent.
roseshmarriesrita.wmw,monisha,ladki ka naam ajanta kyon rakha,neutral,ladki ka naam ajanta kyon rakha,लद्कि क नाम् अजन्त क्योन् रख,Why did you keep the girl's name Ajanta?
roseshmarriesrita.wmw,indravadan,kyunki uski maa ajanta caves dekh rahi thi jab vo paida hui haha,joy,kyunki uski maa ajanta cave dekh rahi thi jab vo paida hui haha,क्युन्कि उस्कि मा अजन्त चवेस् देख् रहि थि जब् वो पैद हुइ हह,because her mother kept looking at the caves when she was born haha
roseshmarriesrita.wmw,sahil,sochiye dad agar qutub minar dekh rahi hogi,neutral,sochiye dad agar qutub minar dekh rahi hogi,सोचिये दद् अगर् क़ुतुब् मिनर् देख् रहि होगि,"Dad, imagine if you would have seen Qutub Minar."
roseshmarriesrita.wmw,indravadan,are tu kitna interesting wedding card banta rosesh ka rosesh weds qutub minar haha,joy,tu kitna interesting wedding card banta rosesh ka rosesh wed qutub minar haha,अरे तु कित्न इन्तेरेस्तिन्ग् वेद्दिन्ग् चर्द् बन्त रोसेश् क रोसेश् वेद्स् क़ुतुब् मिनर् हह,are tu kitna interesting wedding card banta rosesh ka rosesh weds qutub minar haha
roseshmarriesrita.wmw,rosesh,very funny ,contempt,funny,वेर्य् फ़ुन्न्य् ,very funny
roseshmarriesrita.wmw,maya,nahin nahin come on main kisi ko nahin bataungi how can i do that i will talk to you later,neutral,nahin nahin come main kisi ko nahin bataungi talk later,नहिन् नहिन् चोमे ओन् मैन् किसि को नहिन् बतौन्गि होव् चन् इ दो थत् इ विल्ल् तल्क् तो योउ लतेर्,nahin nahin come on main kisi ko nahin bataungi how can i do that i will talk to you later
roseshmarriesrita.wmw,maya,ok everybody apne ghar mein confession day banate hue ab ek dusre ko ek dusre se chhupaya vah koi sach bataen pahle ek baat sun lo monisha,neutral,ok everybody apne ghar mein confession day banate hue ab ek dusre ko ek dusre se chhupaya vah koi sach bataen pahle ek baat sun lo monisha,ओक् एवेर्य्बोद्य् अप्ने घर् मेइन् चोन्फ़ेस्सिओन् दय् बनते हुए अब् एक् दुस्रे को एक् दुस्रे से छुपय वह् कोइ सच् बतएन् पह्ले एक् बात् सुन् लो मोनिश,"Ok everybody has made confession day in your house, now one has kissed another one, tell me the truth, first listen to me Monisha."
roseshmarriesrita.wmw,monisha,kya ,neutral,kya,क्य ,kya
roseshmarriesrita.wmw,maya,sach ko lekar koi argument koi jhagada nahin hoga ok?,neutral,sach ko lekar koi argument koi jhagada nahin hoga ok,सच् को लेकर् कोइ अर्गुमेन्त् कोइ झगद नहिन् होग ओक्?,"No doctor will make any argument about the truth, ok?"
roseshmarriesrita.wmw,rosesh,ok,neutral,ok,ओक्,ok
roseshmarriesrita.wmw,maya,good,neutral,good,गूद्,good
roseshmarriesrita.wmw,maya,indu pata hai abhi sarita ne kitna bada confession kia,neutral,indu pata hai abhi sarita ne kitna bada confession kia,इन्दु पत है अभि सरित ने कित्न बद चोन्फ़ेस्सिओन् किअ,I just found out what a big confession Sarita made.
roseshmarriesrita.wmw,indravadan,kya,neutral,kya,क्य,kya
roseshmarriesrita.wmw,maya,jab vo choti thi aur nimbu churaya karti thi,contempt,jab vo choti thi aur nimbu churaya karti thi,जब् वो चोति थि और् निम्बु चुरय कर्ति थि,when she ate and she stole lemons
roseshmarriesrita.wmw,monisha,nimbu churane main bada confession kya hai ,neutral,nimbu churane main bada confession kya hai,निम्बु चुरने मैन् बद चोन्फ़ेस्सिओन् क्य है ,What is the big confession in lemon stealing?
roseshmarriesrita.wmw,indravadan,wo bade nimbu churati hogi haha,joy,wo bade nimbu churati hogi haha,वो बदे निम्बु चुरति होगि हह,those bad lemons will be stolen haha
roseshmarriesrita.wmw,sahil,kisi aur ke confession ko lekar lambi charcha yatra nikale apna confession start karen mom we will start with you,neutral,kisi aur ke confession ko lekar lambi charcha yatra nikale apna confession start karen mom start,किसि और् के चोन्फ़ेस्सिओन् को लेकर् लम्बि चर्च यत्र निकले अप्न चोन्फ़ेस्सिओन् स्तर्त् करेन् मोम् वे विल्ल् स्तर्त् विथ् योउ,"To find someone else's confession, take a long journey and start your confession, mom, we will start with you."
roseshmarriesrita.wmw,maya,me,neutral,,मे,me
roseshmarriesrita.wmw,sahil,hmm,neutral,hmm,ह्म्म्,hmmm
roseshmarriesrita.wmw,maya,haha ok,joy,haha ok,हह ओक्,haha okay
roseshmarriesrita.wmw,maya,indravadan yaad hai ek din hamare ghar per bijali chali gai aur tumhari ba ne mujh par ilzaam lagaya tha,neutral,indravadan yaad hai ek din hamare ghar per bijali chali gai aur tumhari ba ne mujh par ilzaam lagaya tha,इन्द्रवदन् याद् है एक् दिन् हमरे घर् पेर् बिजलि चलि गै और् तुम्हरि ब ने मुझ् पर् इल्ज़ाम् लगय थ,indravadan remember one day the electricity went off at our house and your father blamed me
roseshmarriesrita.wmw,indravadan,are han han yad hai are bakuda ye maya dekh jor jor se gala daba rahi hai mera haha bechari pagali thi kuchh bhi bol deti hai,joy,han han yad hai bakuda ye maya dekh jor jor se gala daba rahi hai mera haha bechari pagali thi kuchh bhi bol deti hai,अरे हन् हन् यद् है अरे बकुद ये मय देख् जोर् जोर् से गल दब रहि है मेर हह बेचरि पगलि थि कुछ् भि बोल् देति है,"Are you there? Are you there? Do you remember this Maya? She is strangling me as hard as she can. Haha, this poor mad woman has also said something."
roseshmarriesrita.wmw,maya,actually wo,neutral,actually wo,अच्तुअल्ल्य् वो,actually wo
roseshmarriesrita.wmw,indravadan,maiya tumne waakiye uska gala daba,fear,maiya tumne waakiye uska gala daba,मैय तुम्ने वाकिये उस्क गल दब,"Mother, what did you say?"
roseshmarriesrita.wmw,maya,mujhse raha nahin gaya indu,neutral,mujhse raha nahin gaya indu,मुझ्से रह नहिन् गय इन्दु,I don't care about India.
roseshmarriesrita.wmw,indravadan,how could you maya meri maa,anger,could maya meri maa,होव् चोउल्द् योउ मय मेरि मा,how could you please my mother
roseshmarriesrita.wmw,maya,anyway pure do saal zinda rahi thi wo main tumhe kaha tha na sach sunke accept karna uska issue mat banana,neutral,anyway pure saal zinda rahi thi wo main tumhe kaha tha na sach sunke accept karna uska issue mat banana,अन्य्वय् पुरे दो साल् ज़िन्द रहि थि वो मैन् तुम्हे कह थ न सच् सुन्के अच्चेप्त् कर्न उस्क इस्सुए मत् बनन,anyway pure do saal zinda thi wo main told you tha na true sunke karna accept uska issue mat banana
roseshmarriesrita.wmw,indravadan,arey,neutral,arey,अरेय्,Arey
roseshmarriesrita.wmw,maya,monisha tumhari baari,neutral,monisha tumhari baari,मोनिश तुम्हरि बारि,monisha your bar
roseshmarriesrita.wmw,monisha,maine ek bar sahil ko teen din purani sabji khiladi,fear,maine ek bar sahil ko teen din purani sabji khiladi,मैने एक् बर् सहिल् को तीन् दिन् पुरनि सब्जि खिलदि,I once played old vegetable on the beach in my teenage days.
roseshmarriesrita.wmw,monisha,ho gaya,neutral,ho gaya,हो गय,ho gaya
roseshmarriesrita.wmw,maya,monisha confession beta koi aisa sach jo humei pata na ho,neutral,monisha confession beta koi aisa sach jo humei pata na ho,मोनिश चोन्फ़ेस्सिओन् बेत कोइ ऐस सच् जो हुमेइ पत न हो,monisha confession beta what is the truth that we have not found out
roseshmarriesrita.wmw,monisha,acha haan meine apne bedroom ki chaddar dhoyi nahi thi usse palat kar bicha di thi,fear,acha haan meine apne bedroom ki chaddar dhoyi nahi thi usse palat kar bicha di thi,अच हान् मेइने अप्ने बेद्रूम् कि चद्दर् धोयि नहि थि उस्से पलत् कर् बिच दि थि,I hope you don't wash the bedsheet of my bedroom and then turn it over.
roseshmarriesrita.wmw,indravadan,fir,neutral,fir,फ़िर्,fir
roseshmarriesrita.wmw,monisha,ho gaya,neutral,ho gaya,हो गय,ho gaya
roseshmarriesrita.wmw,sahil,tum samjhi nahin monisha koi aisi baat jise sunkar ham chauk jaaye uh haila bolun you know aisa koi sach,neutral,tum samjhi nahin monisha koi aisi baat jise sunkar ham chauk jaaye uh haila bolun know aisa koi sach,तुम् सम्झि नहिन् मोनिश कोइ ऐसि बात् जिसे सुन्कर् हम् चौक् जाये उह् हैल बोलुन् योउ क्नोव् ऐस कोइ सच्,"Monisha, you are not able to understand any such thing which I am surprised to hear, you know such a truth."
roseshmarriesrita.wmw,monisha,aisa sach,neutral,aisa sach,ऐस सच्,such a truth
roseshmarriesrita.wmw,indravadan,han bolo bolo daro mat,neutral,han bolo bolo daro mat,हन् बोलो बोलो दरो मत्,han bolo bolo do mat
roseshmarriesrita.wmw,sahil,ok kal jo tiffin main tumne mujhe khana diya tha,neutral,ok kal jo tiffin main tumne mujhe khana diya tha,ओक् कल् जो तिफ़्फ़िन् मैन् तुम्ने मुझे खन दिय थ,ok yesterday you gave me food in tiffin
roseshmarriesrita.wmw,monisha,wo sabji maine bilkul fresh banai thi aur aur tiffin bhi acchi tarah se dhoya tha,neutral,wo sabji maine bilkul fresh banai thi aur aur tiffin bhi acchi tarah se dhoya tha,वो सब्जि मैने बिल्कुल् फ़्रेश् बनै थि और् और् तिफ़्फ़िन् भि अच्चि तरह् से धोय थ,The vegetables I cooked were absolutely fresh and the tiffin was also washed well.
roseshmarriesrita.wmw,indravadan,haila,surprise,haila,हैल,Haila
roseshmarriesrita.wmw,sahil,kya,surprise,kya,क्य,kya
roseshmarriesrita.wmw,rosesh,what are you saying ,surprise,saying,व्हत् अरे योउ सयिन्ग् ,what are you saying
roseshmarriesrita.wmw,maya,now that's a confession dekha sab log chauke na ,joy,confession dekha sab log chauke na,नोव् थत्'स् अ चोन्फ़ेस्सिओन् देख सब् लोग् चौके न ,now that's a confession everyone is shocked
roseshmarriesrita.wmw,maya,ok indu ab tumhari baari,neutral,ok indu ab tumhari baari,ओक् इन्दु अब् तुम्हरि बारि,ok indu after your bar
roseshmarriesrita.wmw,indravadan,uh meri baari ahaan meine ek baar rosesh ko apne hathon se pani pilaya tha,neutral,uh meri baari ahaan meine ek baar rosesh ko apne hathon se pani pilaya tha,उह् मेरि बारि अहान् मेइने एक् बार् रोसेश् को अप्ने हथोन् से पनि पिलय थ,He was my sister and once I gave water to Rose with my hands.
roseshmarriesrita.wmw,rosesh,so ismein confession kya hai,neutral,ismein confession kya hai,सो इस्मेइन् चोन्फ़ेस्सिओन् क्य है,so what is confession in this name
roseshmarriesrita.wmw,indravadan,wo paani meine toilet ki tank se nikala tha,fear,wo paani meine toilet ki tank se nikala tha,वो पानि मेइने तोइलेत् कि तन्क् से निकल थ,the water was taken out of my toilet tank
roseshmarriesrita.wmw,rosesh,what ,surprise,,व्हत् ,what
roseshmarriesrita.wmw,rosesh,meine piya tha ?,disgust,meine piya tha,मेइने पिय थ ?,Did you drink mine?
roseshmarriesrita.wmw,indravadan,han han aur kaha bhi tha dad ke hath ka kuchh jyada meetha lag raha hai aaj,joy,han han aur kaha bhi tha dad ke hath ka kuchh jyada meetha lag raha hai aaj,हन् हन् और् कह भि थ दद् के हथ् क कुछ् ज्यद मीथ लग् रह है आज्,han han and also said that the brush in dad's hand is feeling sweeter today
roseshmarriesrita.wmw,rosesh,momma,disgust,momma,मोम्म,momma
roseshmarriesrita.wmw,maya,this is disgusting how could you do that,disgust,disgusting could,थिस् इस् दिस्गुस्तिन्ग् होव् चोउल्द् योउ दो थत्,this is disgusting how could you do that
roseshmarriesrita.wmw,sahil,hahah there is no judgement no judgement mom,joy,hahah judgement judgement mom,हहह् थेरे इस् नो जुद्गेमेन्त् नो जुद्गेमेन्त् मोम्,hahah there is no judgment no judgment mom
roseshmarriesrita.wmw,sahil,alright it's my turn now mera confession suniye mom aapko aap ki friend yad hai dolly aunty,neutral,alright turn mera confession suniye mom aapko aap ki friend yad hai dolly aunty,अल्रिघ्त् इत्'स् म्य् तुर्न् नोव् मेर चोन्फ़ेस्सिओन् सुनिये मोम् आप्को आप् कि फ़्रिएन्द् यद् है दोल्ल्य् औन्त्य्,alright it's my turn now my confession listen mom you remember your friend dolly aunty
roseshmarriesrita.wmw,indravadan,oho wo that bombshell 38 26 36,joy,oho wo bombshell,ओहो वो थत् बोम्ब्शेल्ल् ३८ २६ ३६,oho wo that bombshell 38 26 36
roseshmarriesrita.wmw,sahil,wo mujhe zabardasti kiss kiya karti thi,neutral,wo mujhe zabardasti kiss kiya karti thi,वो मुझे ज़बर्दस्ति किस्स् किय कर्ति थि,she kissed me forcefully
roseshmarriesrita.wmw,sahil,main 17 sal ka hua tab tak,neutral,main sal ka hua tab tak,मैन् १७ सल् क हुअ तब् तक्,I am 17 years old now
roseshmarriesrita.wmw,maya,oh my god tumne mujhe bataya kyon nahin main rok deti hai aisi harkat,surprise,oh god tumne mujhe bataya kyon nahin main rok deti hai aisi harkat,ओह् म्य् गोद् तुम्ने मुझे बतय क्योन् नहिन् मैन् रोक् देति है ऐसि हर्कत्,"Oh my God, why didn't I stop acting like this?"
roseshmarriesrita.wmw,indravadan,isiliye to nahin bataya le hahaha,joy,isiliye nahin bataya le hahaha,इसिलिये तो नहिन् बतय ले हहह,that's why I told you nothing hahaha
roseshmarriesrita.wmw,sahil,haha,joy,haha,हह,haha
roseshmarriesrita.wmw,monisha,sahil,anger,sahil,सहिल्,coast
roseshmarriesrita.wmw,sahil,rosesh tumhara confession bolo,neutral,rosesh tumhara confession bolo,रोसेश् तुम्हर चोन्फ़ेस्सिओन् बोलो,rosesh your confession bolo
roseshmarriesrita.wmw,maya,go on,neutral,go,गो ओन्,go on
roseshmarriesrita.wmw,rosesh,well momma mei ,fear,well momma mei,वेल्ल् मोम्म मेइ ,well mommy me
roseshmarriesrita.wmw,maya,kya ,neutral,kya,क्य ,kya
roseshmarriesrita.wmw,rosesh,mei shaadi shuda hun aur humara ek bacha bhi hai bye,fear,mei shaadi shuda hun aur humara ek bacha bhi hai bye,मेइ शादि शुद हुन् और् हुमर एक् बच भि है ब्ये,I am married and we have a son.
roseshmarriesrita.wmw,maya,what rosesh,surprise,rosesh,व्हत् रोसेश्,what roses
roseshpoetrypublication.wmv,indravadan,arey bhai vithal arey meine jo jhute khareede the wo wapas de aao ,neutral,arey bhai vithal arey meine jo jhute khareede wo wapas de aao,अरेय् भै विथल् अरेय् मेइने जो झुते खरीदे थे वो वपस् दे आओ ,arey bhai vithal arey meine jo jhute khareede the wo wapas de aao
roseshpoetrypublication.wmv,monisha,kyun? ,surprise,kyun,क्युन्? ,why?
roseshpoetrypublication.wmv,indravadan,kyunki rosesh ki qitab khareedne ke baad itne jhute padenge ke jhute khaaredne ki zaroorat hi nahi padegi zindagi bhar ,contempt,kyunki rosesh ki qitab khareedne ke baad itne jhute padenge ke jhute khaaredne ki zaroorat hi nahi padegi zindagi bhar,क्युन्कि रोसेश् कि क़ितब् खरीद्ने के बाद् इत्ने झुते पदेन्गे के झुते खारेद्ने कि ज़रूरत् हि नहि पदेगि ज़िन्दगि भर् ,"Because after buying Rosesh's book, there will be no need to read so many books in life."
