episode,speakers,utterances,emotions,cleaned_utterances,hindi_utterances,english_utterances
mayaleavesindravardhan.wmv,rosesh,momaa...,sadness,momaa,मोमा॥।,momaa...
mayamonishabday.avi,maya,la la..love is on my head..na na na...only too big boris bad,joy,la la love head na na na big boris bad,ल ल॥लोवे इस् ओन् म्य् हेअद्॥न न न॥।ओन्ल्य् तू बिग् बोरिस् बद्,la la..love is on my head..na na na...only too big boris bad
mayamonishabday.avi,indravardhan,waah wwah kya baat hai..cake bnaya jaa rha..chery cake..kis khushi me?,joy,waah wwah kya baat hai cake bnaya jaa rha chery cake ki khushi,वाह् व्वह् क्य बात् है॥चके ब्नय जा र्ह॥चेर्य् चके॥किस् खुशि मे?,wow wow what's the matter..cake is being made..cherry cake..in what happiness?
mayamonishabday.avi,maya,aaj mera janamdin hai,joy,aaj mera janamdin hai,आज् मेर जनम्दिन् है,today is my birthday
mayamonishabday.avi,indravardhan,"baat mat badlo, maine puchha kis khushi me",anger,baat mat badlo maine puchha ki khushi,"बात् मत् बद्लो, मैने पुछ किस् खुशि मे","Baat mat bhool, I asked in what happiness?"
mayamonishabday.avi,maya,indu..kya sach me tumhe mera janamdin khushi ka din nhi lgta?,neutral,indu kya sach tumhe mera janamdin khushi ka din nhi lgta,इन्दु॥क्य सच् मे तुम्हे मेर जनम्दिन् खुशि क दिन् न्हि ल्ग्त?,India...does it really seem like my birthday is not a happy day for you?
mayamonishabday.avi,indravardhan,achha maya ek baat btao..jab tum paida huai thi..tab royi thi?,neutral,achha maya ek baat btao jab tum paida huai thi tab royi thi,अछ मय एक् बात् ब्तओ॥जब् तुम् पैद हुऐ थि॥तब् रोयि थि?,"Well Maya, tell me one thing…when you were born…then did you cry?"
mayamonishabday.avi,maya,ofcourse,neutral,ofcourse,ओफ़्चोउर्से,of course
mayamonishabday.avi,indravardhan,jab tum khud apne paida hone pe royi thi ki hey bhagwan mai kyu paida ho gyi..,sadness,jab tum khud apne paida hone pe royi thi ki hey bhagwan mai kyu paida ho gyi,जब् तुम् खुद् अप्ने पैद होने पे रोयि थि कि हेय् भग्वन् मै क्यु पैद हो ग्यि॥,"When you yourself cried on being born, oh God why was I born.."
mayamonishabday.avi,maya,indravardhan,anger,indravardhan,इन्द्रवर्धन्,indravardhan
mayamonishabday.avi,sahil,hii guys..whats happening,joy,hii guy whats happening,ही गुय्स्॥व्हत्स् हप्पेनिन्ग्,Hi guys...what's happening?
mayamonishabday.avi,indravardhan,hii hii come,joy,hii hii come,ही ही चोमे,hi hi hi come
mayamonishabday.avi,maya,tumhare daddy duniya ka sbse ghatiya joke marne ke chakkar me hai aur mujhe irritate kar rhe hai,anger,tumhare daddy duniya ka sbse ghatiya joke marne ke chakkar hai aur mujhe irritate kar rhe hai,तुम्हरे दद्द्य् दुनिय क स्ब्से घतिय जोके मर्ने के चक्कर् मे है और् मुझे इर्रितते कर् र्हे है,Your daddy is about to make the world's worst joke and is irritating me.
mayamonishabday.avi,sahil,achha achha matlb sabkuchh normal hai,neutral,achha achha matlb sabkuchh normal hai,अछ अछ मत्ल्ब् सब्कुछ् नोर्मल् है,ok ok means everything is normal
mayamonishabday.avi,indravardhan,yes yes,neutral,yes yes,येस् येस्,yes yes
mayamonishabday.avi,maya,absolutely,neutral,absolutely,अब्सोलुतेल्य्,completely
mayamonishabday.avi,sahil,"kya baat hai mom, aapke janamdin ka cake bnaya jaa rha",neutral,kya baat hai mom aapke janamdin ka cake bnaya jaa rha,"क्य बात् है मोम्, आप्के जनम्दिन् क चके ब्नय जा र्ह","What's the matter mom, your birthday cake is being made."
mayamonishabday.avi,maya,dekha use yaad h,neutral,dekha use yaad h,देख उसे याद् ह्,see use yaad h
mayamonishabday.avi,indravardhan,use to yaad hoga hi..uski biwi ka bhi kal janamdin hai bhai..or sahil kaha le jaa rhe ho monisha ko khane ko kal,joy,use yaad hoga hi uski biwi ka bhi kal janamdin hai bhai sahil kaha le jaa rhe ho monisha ko khane ko kal,उसे तो याद् होग हि॥उस्कि बिवि क भि कल् जनम्दिन् है भै॥ओर् सहिल् कह ले जा र्हे हो मोनिश को खने को कल्,"You will have to remember this..his wife's birthday is also tomorrow brother..or where will you go to the shore, where will Monisha be eaten tomorrow?"
mayamonishabday.avi,maya,sahil mai soch rhi thi kyu na humlog zodiac bistro chle dinner ke liye,joy,sahil mai soch rhi thi kyu na humlog zodiac bistro chle dinner ke liye,सहिल् मै सोच् र्हि थि क्यु न हुम्लोग् ज़ोदिअच् बिस्त्रो च्ले दिन्नेर् के लिये,I was wondering why we should go to Zodiac Restaurant for dinner.
mayamonishabday.avi,indravardhan,sahil..kal sham ko india pakistan match hai day-night,neutral,sahil kal sham ko india pakistan match hai,सहिल्॥कल् शम् को इन्दिअ पकिस्तन् मत्च् है दय्-निघ्त्,sahil..kal evening ko india pakistan match hai day-night
mayamonishabday.avi,maya,"match jyada important hai ya mera birthday.. huh..tumhe kaun puchh rha hai..hu,dono jayenge..mai or mera darling beta",joy,match jyada important hai ya mera birthday huh tumhe kaun puchh rha hai hu dono jayenge mai mera darling beta,"मत्च् ज्यद इम्पोर्तन्त् है य मेर बिर्थ्दय्॥ हुह्॥तुम्हे कौन् पुछ् र्ह है॥हु,दोनो जयेन्गे॥मै ओर् मेर दर्लिन्ग् बेत","The match is more important or my birthday..huh..who are you asking?..hu, dono jayenge..mai or my darling son."
mayamonishabday.avi,sahil,lekin monisha,neutral,lekin monisha,लेकिन् मोनिश,but monisha
mayamonishabday.avi,maya,tum monisha ko lunch ke liye le jana..i mean if you don't mind..but use zodiac bistro bilkul mat le jana warna wo to bechari apne nakhun chaba chaba kar hi pait bhar legi..,contempt,tum monisha ko lunch ke liye le jana mean mind use zodiac bistro bilkul mat le jana warna wo bechari apne nakhun chaba chaba kar hi pait bhar legi,तुम् मोनिश को लुन्च् के लिये ले जन॥इ मेअन् इफ़् योउ दोन्'त् मिन्द्॥बुत् उसे ज़ोदिअच् बिस्त्रो बिल्कुल् मत् ले जन वर्न वो तो बेचरि अप्ने नखुन् चब चब कर् हि पैत् भर् लेगि॥,You took Monisha for lunch..i mean if you don't mind..but use zodiac restaurant you don't have to go and the poor girl started biting her nails and started pouring paint..
mayamonishabday.avi,sahil,monisha nakhun nhi chabati hai mom,neutral,monisha nakhun nhi chabati hai mom,मोनिश नखुन् न्हि चबति है मोम्,Monisha doesn't bite her nails mom.
mayamonishabday.avi,maya,zodiac bistro ka menu dekhegi to jarur chabayegi...mineral water hundred and ten rupees..tum kyu bura maan rhe ho..i am just joking,contempt,zodiac bistro ka menu dekhegi jarur chabayegi mineral water hundred ten rupee tum kyu bura maan rhe ho joking,ज़ोदिअच् बिस्त्रो क मेनु देखेगि तो जरुर् चबयेगि॥ंइनेरल् वतेर् हुन्द्रेद् अन्द् तेन् रुपीस्॥तुम् क्यु बुर मान् र्हे हो॥इ अम् जुस्त् जोकिन्ग्,You will definitely see the menu of zodiac restaurant...mineral water hundred and ten rupees..you are in such a bad situation..I am just joking.
mayamonishabday.avi,indravardhan,"decided..match is important, mai nhi aaunga",joy,decided match important mai nhi aaunga,"देचिदेद्॥मत्च् इस् इम्पोर्तन्त्, मै न्हि आउन्ग","decided..match is important, I will not come again"
mayamonishabday.avi,maya,"thank you so much darling, esse achha tohfa tum mujhe de hi nhi sakte the",joy,thank much darling esse achha tohfa tum mujhe de hi nhi sakte,"थन्क् योउ सो मुच् दर्लिन्ग्, एस्से अछ तोह्फ़ तुम् मुझे दे हि न्हि सक्ते थे","Thank you so much darling, this is such a good gift that I cannot give you."
mayamonishabday.avi,monisha,"lassi..haan wo ghar me bohot sara dahi bacha tha na, to maine khana hi nahi bnaya..aur fir abhi se paet  bhat leti, to shaam ko thali kaise kha paati theek se? unlimited hai na..",joy,lassi haan wo ghar bohot sara dahi bacha tha na maine khana hi nahi bnaya aur fir abhi se paet bhat leti shaam ko thali kaise kha paati theek se unlimited hai na,"लस्सि॥हान् वो घर् मे बोहोत् सर दहि बच थ न, तो मैने खन हि नहि ब्नय॥और् फ़िर् अभि से पएत्  भत् लेति, तो शाम् को थलि कैसे ख पाति थीक् से? उन्लिमितेद् है न॥","Lassi..there was a lot of left over milk in the house, so I didn't cook it..and then now I have to eat food, so how can I eat the plate in the evening? It is unlimited.."
mayamonishabday.avi,indravadhan,monisha..,neutral,monisha,मोनिश॥,monisha..
mayamonishabday.avi,monisha,papa..,neutral,papa,पप॥,papa..
mayamonishabday.avi,indravadhan,monisha..,neutral,monisha,मोनिश॥,monisha..
mayamonishabday.avi,monisha,mai aapko baad me phone karti hun...haan daddy ji..?,neutral,mai aapko baad phone karti hun haan daddy ji,मै आप्को बाद् मे फोने कर्ति हुन्॥।हान् दद्द्य् जि॥?,I will call you later…when daddy ji..?
mayamonishabday.avi,indravadhan,"arey monisha, sahil maya ko dr. acharya ke paas le kar gaya hai",neutral,arey monisha sahil maya ko acharya ke paas le kar gaya hai,"अरेय् मोनिश, सहिल् मय को द्र्। अचर्य के पास् ले कर् गय है","Hey Monisha, Sahil Maya Ko Dr. Acharya's paas has been taken away"
mayamonishabday.avi,monisha,wahi to ..ek number ka chor hai wo doctor,anger,wahi ek number ka chor hai wo doctor,वहि तो ॥एक् नुम्बेर् क चोर् है वो दोच्तोर्,where to..that doctor is the thief of some number.
mayamonishabday.avi,indravadhan,chor? mere khayal se to khooni bhi hai..,neutral,chor mere khayal se khooni bhi hai,चोर्? मेरे खयल् से तो खूनि भि है॥,chor? I think he is also a murderer..
mayamonishabday.avi,monisha,kya matlab,surprise,kya matlab,क्य मत्लब्,what meaning
mayamonishabday.avi,indravadhan,ye xerox padho..hasmukh ne bheja hai mujhe,neutral,ye xerox padho hasmukh ne bheja hai mujhe,ये क्षेरोक्ष् पधो॥हस्मुख् ने भेज है मुझे,These xerox readers..hasmukh have sent me
mayamonishabday.avi,monisha,"arey waah..bohot saaf copy hai,,lagta hai do rupay wali xerox hai..ni?",joy,arey waah bohot saaf copy hai hai rupay wali xerox hai ni,"अरेय् वाह्॥बोहोत् साफ़् चोप्य् है,,लग्त है दो रुपय् वलि क्षेरोक्ष् है॥नि?","wow...it's a very clean copy, looks like it's a xerox worth the money... isn't it?"
mayamonishabday.avi,indravadhan,arey padho to sahi ki kya likha hai,anger,arey padho sahi ki kya likha hai,अरेय् पधो तो सहि कि क्य लिख है,hey read what the author has written
mayamonishabday.avi,monisha,"doctor rajshekhar acharya gets interim bail, ye doctor mujarim hai?",fear,doctor rajshekhar acharya get interim bail ye doctor mujarim hai,"दोच्तोर् रज्शेखर् अचर्य गेत्स् इन्तेरिम् बैल्, ये दोच्तोर् मुजरिम् है?","Doctor Rajshekhar Acharya gets interim bail, this doctor is the culprit?"
mayamonishabday.avi,indravadhan,"ab ye sabit to hua nae hai, par suna hai ki usne apne teen patients dawaiyon ka overdose dekar maar daale hain..yahi wo pending fees ke chakkar me..",neutral,ab ye sabit hua nae hai par suna hai ki usne apne teen patient dawaiyon ka overdose dekar maar daale hain yahi wo pending fee ke chakkar,"अब् ये सबित् तो हुअ नए है, पर् सुन है कि उस्ने अप्ने तीन् पतिएन्त्स् दवैयोन् क ओवेर्दोसे देकर् मार् दाले हैन्॥यहि वो पेन्दिन्ग् फ़ीस् के चक्कर् मे॥","Now this has not been confirmed, but it is heard that he has given his teen patients overdose of medicines but now he is at the mercy of pending fees.."
mayamonishabday.avi,monisha,daddy ji aapne mummy ji ko roka nae?,fear,daddy ji aapne mummy ji ko roka nae,दद्द्य् जि आप्ने मुम्म्य् जि को रोक नए?,"daddy ji, haven't you stopped mommy ji?"
mayamonishabday.avi,indravadhan,"maine lakh rokne ki koshish ki monisha, lekin meri baat ko majak samajhkar, yun yun kiya, aur chal basi",neutral,maine lakh rokne ki koshish ki monisha lekin meri baat ko majak samajhkar yun yun kiya aur chal basi,"मैने लख् रोक्ने कि कोशिश् कि मोनिश, लेकिन् मेरि बात् को मजक् समझ्कर्, युन् युन् किय, और् चल् बसि","Monisha, I tried to stop myself, but he made fun of me, did just that, and walked away."
mayamonishabday.avi,monisha,chal basi?,neutral,chal basi,चल् बसि?,go basi?
mayamonishabday.avi,indravadhan,mera matlab hai chal padi..humesha dil ki murad zuban pe aa jati hai.,neutral,mera matlab hai chal padi humesha dil ki murad zuban pe aa jati hai,मेर मत्लब् है चल् पदि॥हुमेश दिल् कि मुरद् ज़ुबन् पे आ जति है।,My meaning is go away…always the wish of the heart comes to my mind.
mayamonishabday.avi,monisha,mai abhi sahil ko phone karti hun,neutral,mai abhi sahil ko phone karti hun,मै अभि सहिल् को फोने कर्ति हुन्,I just called Sahil
mayamonishabday.avi,indravadhan,haan haan...karo karo..,neutral,haan haan karo karo,हान् हान्॥।करो करो॥,haan ​​haan...do it..
mayamonishabday.avi,monisha,ni..apne mobile se lgaungi..uspe sahil ka number free hai na,joy,ni apne mobile se lgaungi uspe sahil ka number free hai na,नि॥अप्ने मोबिले से ल्गौन्गि॥उस्पे सहिल् क नुम्बेर् फ़्री है न,Ni..connect to your mobile..is your number free?
mayamonishabday.avi,indravadhan,hello hasmukh..maan gayi.,joy,hello hasmukh maan gayi,हेल्लो हस्मुख्॥मान् गयि।,hello hasmukh..maan gayi.
mayamonishabday.avi,sahil,hii sweety pie,joy,hii sweety pie,ही स्वीत्य् पिए,hii sweety pie
mayamonishabday.avi,monisha,hii mr.,joy,hii mr,ही म्र्।,hi mr.
mayamonishabday.avi,sahil,btao tumhare b'day pe hum kaha jayenge lunch karne?,neutral,btao tumhare pe hum kaha jayenge lunch karne,ब्तओ तुम्हरे ब्'दय् पे हुम् कह जयेन्गे लुन्च् कर्ने?,Tell me where should we go for lunch on your birthday?
mayamonishabday.avi,monisha,lunch karne?,neutral,lunch karne,लुन्च् कर्ने?,to have lunch?
mayamonishabday.avi,sahil,ya dinner karne?,neutral,ya dinner karne,य दिन्नेर् कर्ने?,or to have dinner?
mayamonishabday.avi,monisha,tumne kaise jaan liya kiya mujhe lunch karne hi jana hai..,neutral,tumne kaise jaan liya kiya mujhe lunch karne hi jana hai,तुम्ने कैसे जान् लिय किय मुझे लुन्च् कर्ने हि जन है॥,How did you know that I have to go for lunch?
mayamonishabday.avi,sahil,tumhe lunch karne jana hai?,neutral,tumhe lunch karne jana hai,तुम्हे लुन्च् कर्ने जन है?,Do you want to go to lunch?
mayamonishabday.avi,monisha,dekho na..kapadia club ne nhi skim nikali hai..ek thali pe dusri thali free,joy,dekho na kapadia club ne nhi skim nikali hai ek thali pe dusri thali free,देखो न॥कपदिअ च्लुब् ने न्हि स्किम् निकलि है॥एक् थलि पे दुस्रि थलि फ़्री,Look..Kapadia club has not taken out any scheme..one thali gives second thali free.
mayamonishabday.avi,sahil,thali?,neutral,thali,थलि?,plate?
mayamonishabday.avi,monisha,haan sirf dhai sau rupaye me unlimited khana ..do person or do mithai ke saath..or baad me masala supari bhi free..,joy,haan sirf dhai sau rupaye unlimited khana person mithai ke saath baad masala supari bhi free,हान् सिर्फ़् धै सौ रुपये मे उन्लिमितेद् खन ॥दो पेर्सोन् ओर् दो मिथै के साथ्॥ओर् बाद् मे मसल सुपरि भि फ़्री॥,Have unlimited food only for 10 rupees..with two persons or with sweets..or later masala supari is also free..
mayamonishabday.avi,sahil,"theek hai sweetheart ,but  you know mai soch rha tha ki tumhe spanish bufe khilau..wo bhi haishianda me",neutral,theek hai sweetheart know mai soch rha tha ki tumhe spanish bufe khilau wo bhi haishianda,"थीक् है स्वीथेअर्त् ,बुत्  योउ क्नोव् मै सोच् र्ह थ कि तुम्हे स्पनिश् बुफ़े खिलौ॥वो भि हैशिअन्द मे","you are there sweetheart, but you know I was thinking of playing Spanish buffet for you..she is also in Hindi."
mayamonishabday.avi,monisha,"bufe..chhee pakwan achha hai..but chouthi bar lene jaao to log ghudte hai pata hai,esse to thali kitni achhi..raja ki tarah baithe raho aur log padoste jayenge daal, ddal, daal, samosa, samosa, samosa..or sirf mai aur tum",joy,bufe chhee pakwan achha hai chouthi bar lene jaao log ghudte hai pata hai esse thali kitni achhi raja ki tarah baithe raho aur log padoste jayenge daal ddal daal samosa samosa samosa sirf mai aur tum,"बुफ़े॥छी पक्वन् अछ है॥बुत् चोउथि बर् लेने जाओ तो लोग् घुद्ते है पत है,एस्से तो थलि कित्नि अछि॥रज कि तरह् बैथे रहो और् लोग् पदोस्ते जयेन्गे दाल्, द्दल्, दाल्, समोस, समोस, समोस॥ओर् सिर्फ़् मै और् तुम्","The buffet...the food you want is good..but if you go for the fourth time then you will have to eat it, how much will it cost to get such a plate...sit like a king and people will come to your neighbors daal, daal, daal, samosa, samosa, samosa.. or just me and you"
mayamonishabday.avi,sahil,aur panghat me baithe huay or pachas log,joy,aur panghat baithe huay pacha log,और् पन्घत् मे बैथे हुअय् ओर् पचस् लोग्,and five or five people sat in the panghat
mayamonishabday.avi,maya,"darling, what a lovely place..no disturbance. sahil...",neutral,darling lovely place disturbance sahil,"दर्लिन्ग्, व्हत् अ लोवेल्य् प्लचे॥नो दिस्तुर्बन्चे। सहिल्॥।","darling, what a lovely place..no disturbance. shore..."
mayamonishabday.avi,sahil,mom ek minute..patient ka phone hai..he...hello...bolo monisha kya hua?,neutral,mom ek minute patient ka phone hai hello bolo monisha kya hua,मोम् एक् मिनुते॥पतिएन्त् क फोने है॥हे॥।हेल्लो॥।बोलो मोनिश क्य हुअ?,Mom one minute...patient's calling...he...hello...said Monisha what happened?
mayamonishabday.avi,monisha,arey wo khooni hai khooni..teen-teen khoon kiye hain unhone,anger,arey wo khooni hai khooni khoon kiye hain unhone,अरेय् वो खूनि है खूनि॥तीन्-तीन् खून् किये हैन् उन्होने,they are bloody..teen-teen they are bloody.
mayamonishabday.avi,sahil,dekho monisha mai ye manta hun ki tumhari mom ke sath nahi banti lekin unpar khooni hone ka ilzaam to mat lagao,anger,dekho monisha mai ye manta hun ki tumhari mom ke sath nahi banti lekin unpar khooni hone ka ilzaam mat lagao,देखो मोनिश मै ये मन्त हुन् कि तुम्हरि मोम् के सथ् नहि बन्ति लेकिन् उन्पर् खूनि होने क इल्ज़ाम् तो मत् लगओ,"Look Monisha, I confessed that I did not share it with your mother but do not blame me for being a bloodthirsty person."
mayamonishabday.avi,monisha,tch..arey mai doctor rajshekhar acharya ki baat kar rahi hun...tumhari mummy itni badi gunehgaar nahi hain,anger,tch arey mai doctor rajshekhar acharya ki baat kar rahi hun tumhari mummy itni badi gunehgaar nahi hain,त्च्॥अरेय् मै दोच्तोर् रज्शेखर् अचर्य कि बात् कर् रहि हुन्॥।तुम्हरि मुम्म्य् इत्नि बदि गुनेह्गार् नहि हैन्,tch..are I talking about Doctor Rajshekhar Acharya...your mother is not that big a culprit.
mayamonishabday.avi,sahil,okay..mai abhi..mai phone rakhun?,anger,okay mai abhi mai phone rakhun,ओकय्॥मै अभि॥मै फोने रखुन्?,okay..maybe now..maybe keep the phone?
mayamonishabday.avi,monisha,rakhun kya? tum ho kahan?,neutral,rakhun kya tum ho kahan,रखुन् क्य? तुम् हो कहन्?,rakhun kya? where are you?
mayamonishabday.avi,sahil,mai zodiac bistro me hun,neutral,mai zodiac bistro hun,मै ज़ोदिअच् बिस्त्रो मे हुन्,I am in the zodiac restaurant.
mayamonishabday.avi,monisha,zodiac bistro? tum wahan kya kar rahe ho? tum to doctor ke paas gaye the na?,surprise,zodiac bistro tum wahan kya kar rahe ho tum doctor ke paas gaye na,ज़ोदिअच् बिस्त्रो? तुम् वहन् क्य कर् रहे हो? तुम् तो दोच्तोर् के पास् गये थे न?,zodiac restaurant? What are you doing in the car? Did you go to the doctor?
mayamonishabday.avi,sahil,"umm...a...haan..infact unhone hi kaha ki mai mom ko kisi relaxed atmosphere me le aaun..taqi you know, wo khul kar baat kar sake",neutral,umm haan infact unhone hi kaha ki mai mom ko kisi relaxed atmosphere le aaun taqi know wo khul kar baat kar sake,"उम्म्॥ऽ॥।हान्॥इन्फ़च्त् उन्होने हि कह कि मै मोम् को किसि रेलक्षेद् अत्मोस्फेरे मे ले आउन्॥तक़ि योउ क्नोव्, वो खुल् कर् बात् कर् सके","umm...a...haan..infact he said that I brought mom in a relaxed atmosphere..so you know, he can open up and talk."
mayamonishabday.avi,monisha,accha theek hai..tum uss doctor ko wahin rok ke rakhna..mai abhi wahan aakr uski aqal thikane lagati hun. okay?,anger,accha theek hai tum us doctor ko wahin rok ke rakhna mai abhi wahan aakr uski aqal thikane lagati hun okay,अच्च थीक् है॥तुम् उस्स् दोच्तोर् को वहिन् रोक् के रख्न॥मै अभि वहन् आक्र् उस्कि अक़ल् थिकने लगति हुन्। ओकय्?,"Well, it's a good thing.. you have to keep our doctor there for a while.. but now I will come back and try to put his mind to rest. okay?"
mayamonishabday.avi,sahil,arey ni ni..suno...,fear,arey ni ni suno,अरेय् नि नि॥सुनो॥।,arey ni ni..listen...
mayamonishabday.avi,monisha,"tum suno..wahan par khane ke liye kuchh mat mangwana, bohot mehnga restaurant hai. okay? ",neutral,tum suno wahan par khane ke liye kuchh mat mangwana bohot mehnga restaurant hai okay,"तुम् सुनो॥वहन् पर् खने के लिये कुछ् मत् मन्ग्वन, बोहोत् मेह्न्ग रेस्तौरन्त् है। ओकय्? ","You listen...I asked for some food to eat on the car, it is a very expensive restaurant. okay?"
mayamonishabday.avi,sahil,meri bhookh hamesha ke liye marr chuki hai..,sadness,meri bhookh hamesha ke liye marr chuki hai,मेरि भूख् हमेश के लिये मर्र् चुकि है॥,My hunger is satisfied forever..
mayamonishabday.avi,monisha,accha ...mai tumhare liye lassi lekar aati hun..theek hai?,joy,accha mai tumhare liye lassi lekar aati hun theek hai,अच्च ॥ंऐ तुम्हरे लिये लस्सि लेकर् आति हुन्॥थीक् है?,Well...I have brought a doctor for you...are you okay?
mayamonishabday.avi,sahil,nae nae..mon..mon..monisha..monisha..,fear,nae nae mon mon monisha monisha,नए नए॥मोन्॥मोन्॥मोनिश॥मोनिश॥,nae nae..mon..mon..monisha..monisha..
mayamonishabday.avi,maya,sahil..beta lunch order karein?,neutral,sahil beta lunch order karein,सहिल्॥बेत लुन्च् ओर्देर् करेइन्?,sahil..beta do you order lunch?
mayamonishabday.avi,sahil,"uhh...aao order kijiye mom, tabtak mai ek doctor order karta hun",neutral,uhh aao order kijiye mom tabtak mai ek doctor order karta hun,"उह्ह्॥ऽअओ ओर्देर् किजिये मोम्, तब्तक् मै एक् दोच्तोर् ओर्देर् कर्त हुन्","uhh...aao order mom, then I will order a doctor."
mayamonishabday.avi,maya,aah..monisha..happy birthday to you,joy,aah monisha happy birthday,आह्॥मोनिश॥हप्प्य् बिर्थ्दय् तो योउ,aah..monisha..happy birthday to you
mayamonishabday.avi,monisha,thank you aapko bhi happy birthday,joy,thank aapko bhi happy birthday,थन्क् योउ आप्को भि हप्प्य् बिर्थ्दय्,thank you you too happy birthday
mayamonishabday.avi,maya,thank you,joy,thank,थन्क् योउ,thank you
mayamonishabday.avi,indravadhan,chalo chalo ,neutral,chalo chalo,चलो चलो ,let's go let's go
mayamonishabday.avi,maya,you look very nice,joy,look nice,योउ लूक् वेर्य् निचे,you look very nice
mayamonishabday.avi,monisha,thank you..aap bhi,joy,thank aap bhi,थन्क् योउ॥आप् भि,thank you..you too
mayamonishabday.avi,maya,kahan se liya ye?,joy,kahan se liya ye,कहन् से लिय ये?,Where did you get this from?
mayamonishabday.avi,monisha,friday ko jo sale lagi thi na wahin se..,joy,friday ko jo sale lagi thi na wahin se,फ़्रिदय् को जो सले लगि थि न वहिन् से॥,The sale started on Friday..
mayamonishabday.avi,maya,"oh by the way monisha, please zodiac bistro me menu ka right side dekh kar chaunk mat jana..aahhh..soup three hundred n fifty rupees..aah..aise aise ..don't mind beta",contempt,oh way monisha please zodiac bistro menu ka right side dekh kar chaunk mat jana aahhh soup three hundred n fifty rupee aah aise aise mind beta,"ओह् ब्य् थे वय् मोनिश, प्लेअसे ज़ोदिअच् बिस्त्रो मे मेनु क रिघ्त् सिदे देख् कर् चौन्क् मत् जन॥आह्ह्ह्॥सोउप् थ्री हुन्द्रेद् न् फ़िफ़्त्य् रुपीस्॥आह्॥ऐसे ऐसे ॥दोन्'त् मिन्द् बेत","oh by the way Monisha, please look at the right side of the menu in zodiac bistro and be shocked..aahhh..soup three hundred n fifty rupees..aah..aise aise..don't mind beta"
mayamonishabday.avi,monisha,chinta mat kijiye..mujhe sab pata hai..,joy,chinta mat kijiye mujhe sab pata hai,चिन्त मत् किजिये॥मुझे सब् पत है॥,Don't worry..I know everything..
mayamonishabday.avi,indravadhan,ise sab pata hai..isliye dekho na..ye ghar se doodhi ka halwa..aur wo kya aaloo ke paranthe wagera sab le aai hai..haan..hai na?,joy,ise sab pata hai isliye dekho na ye ghar se doodhi ka halwa aur wo kya aaloo ke paranthe wagera sab le aai hai haan hai na,इसे सब् पत है॥इस्लिये देखो न॥ये घर् से दूधि क हल्व॥और् वो क्य आलू के परन्थे वगेर सब् ले आइ है॥हान्॥है न?,He knows everything..so see..this homemade milk halwa..and what is it?
mayamonishabday.avi,maya,o my god ,disgust,god,ओ म्य् गोद् ,o my god
mayamonishabday.avi,indravardhan,are jaa na,neutral,jaa na,अरे जा न,are you going?
mayamonishabday.avi,sahil,jaa ke karunga kya mai dad?,neutral,jaa ke karunga kya mai dad,जा के करुन्ग क्य मै दद्?,What should I do? Dad?
mayamonishabday.avi,indravardhan,kya matlb?,neutral,kya matlb,क्य मत्ल्ब्?,kya matlb?
mayamonishabday.avi,sahil,use kya btaunga?,neutral,use kya btaunga,उसे क्य ब्तौन्ग?,What should I use?
mayamonishabday.avi,indravardhan,maya beemar hai.. samjha jaa jaa,neutral,maya beemar hai samjha jaa jaa,मय बीमर् है॥ सम्झ जा जा,Maya is ill.. please understand.
mayamonishabday.avi,sahil,lekin dad beemari kaun si btaunga?,fear,lekin dad beemari kaun si btaunga,लेकिन् दद् बीमरि कौन् सि ब्तौन्ग?,But who will make dad sick?
mayamonishabday.avi,indravardhan,claptomenia,neutral,claptomenia,च्लप्तोमेनिअ,claptomania
mayamonishabday.avi,sahil,claptomenia matlb cheeje churana dad,neutral,claptomenia matlb cheeje churana dad,च्लप्तोमेनिअ मत्ल्ब् चीजे चुरन दद्,claptomania matlb cheeje churana dad
mayamonishabday.avi,indravardhan,haan janta hu na..maya ne bhi to mera sukh chain neend aaram sab churaya hai,joy,haan janta hu na maya ne bhi mera sukh chain neend aaram sab churaya hai,हान् जन्त हु न॥मय ने भि तो मेर सुख् चैन् नीन्द् आरम् सब् चुरय है,I don't know...Maya also steals all my comforts without chaining my happiness.
mayamonishabday.avi,sahil,"not funny dad, please",contempt,funny dad please,"नोत् फ़ुन्न्य् दद्, प्लेअसे","not funny dad, please"
mayamonishabday.avi,indravardhan,achha to ek aur bemaari hai..tu..tu kamal ka aadmi hai.. doctor hokar mujhse puchhta hai beemariya,neutral,achha ek aur bemaari hai tu tu kamal ka aadmi hai doctor hokar mujhse puchhta hai beemariya,अछ तो एक् और् बेमारि है॥तु॥तु कमल् क आद्मि है॥ दोच्तोर् होकर् मुझ्से पुछ्त है बीमरिय,"Well, there is one more disease..you..you are a wonderful man..after being a doctor, I get rid of the disease."
mayamonishabday.avi,sahil,please,sadness,please,प्लेअसे,please
mayamonishabday.avi,indravardhan,achha sun,neutral,achha sun,अछ सुन्,nice sun
mayamonishabday.avi,indravadhan,la la lalala..,joy,la la lalala,ल ल ललल॥,la la lalala..
mayamonishabday.avi,monisha,daddy ji..chaliye..chal ke uss doctor ka parda faash karke aate hain,joy,daddy ji chaliye chal ke us doctor ka parda faash karke aate hain,दद्द्य् जि॥चलिये॥चल् के उस्स् दोच्तोर् क पर्द फ़ाश् कर्के आते हैन्,daddy ji..chaliye..chal ke us doctor has come to reveal the curtain.
