episode,speakers,utterances,emotions
mayaonacleaningdrive.wmv,monisha,to theek hai main presscontrol walon se kah deti hu,sadness
mayaonacleaningdrive.wmv,maya,good,joy
mayaonacleaningdrive.wmv,monisha,ke pahle use chuha family ko kis salamat jayega pad pahochayein. uske bad ghar per dawai chhid ke.ok?,neutral
mayaonacleaningdrive.wmv,maya,monisha,neutral
mayaonacleaningdrive.wmv,monisha,i'm sorry mummy ji,sadness
mayaonacleaningdrive.wmv,maya,suno to,neutral
mayaonacleaningdrive.wmv,rosesh,mama. bhabhi to manhi nahin.ab kya hoga?,neutral
mayaonacleaningdrive.wmv,sahil,sach this great news,joy
mayaonacleaningdrive.wmv,vidisha,han sis bhi sunkar bahut khush hui,joy
mayaonacleaningdrive.wmv,sahil,congratulations vidisa mousi.,joy
mayaonacleaningdrive.wmv,vidisha,hey sahil behave yourself how dare you call me mousi ? mein tumhare mousi hu . kya mein tumhare mousi jaisi lagti hu?,sadness
mayaonacleaningdrive.wmv,sahil,nehi my sweetheart my wrexham my advantage my vesuvius volcano,joy
mayaonacleaningdrive.wmv,monisha,sahil me ghar chodkar,anger
mayaonacleaningdrive.wmv,sahil,vidisha ka ph hai,neutral
mayaonacleaningdrive.wmv,monisha,nahi ja rahi hoon. vidisha mousi ka ph hai.,joy
mayaonacleaningdrive.wmv,sahil,wo sadi kr rahi hain.,neutral
mayaonacleaningdrive.wmv,monisha,haaa! sach kiske sath?,joy
mayaonacleaningdrive.wmv,sahil,are haa kiske sath?,surprise
mayaonacleaningdrive.wmv,vidisha,ken ke sath,neutral
mayaonacleaningdrive.wmv,sahil,ken ke sath ?,neutral
mayaonacleaningdrive.wmv,vidisha,yea jorge sath,neutral
mayaonacleaningdrive.wmv,sahil,achcha abhi tsk taye nehi kiya apne?,contempt
mayaonacleaningdrive.wmv,vidisha,are sadi to mein kisi k sath v kar lungi that's not intention .lekin sadi to mein indian style mein hi karungi ishiliye mein india aa rahi hu.shopping karne.,joy
mayaonacleaningdrive.wmv,sahil,kab aa rahi hain india?,joy
mayaonacleaningdrive.wmv,monisha,aaaa! sach? mujhe do. hello namaste vidisha didi.,joy
mayaonacleaningdrive.wmv,vidisha,hi monisha.,joy
mayaonacleaningdrive.wmv,monisha,dekhiye ap jab chahein aa sakti hain. lekin ye aapki or meri paheli mulakaat hogi na to ishiliye apse mein kahe rahi hu apko mere ghar mein hi thaherna hoga. warna mein building ki terrace pe ja kaar jor jor se vidisha mousi kark pukarungi aapko,neutral
mayaonacleaningdrive.wmv,maya,no it's not all right rosesh in fact its vidisha monisha ke ghar par kaise rahe sakti hain ?,neutral
mayaonacleaningdrive.wmv,rosesh,unka guest bedroom to khali hain na,neutral
mayaonacleaningdrive.wmv,maya,"kaha khali hain , pichhle do saal se puri family thaheri hui hain wahan.",neutral
mayaonacleaningdrive.wmv,rosesh,family? kiske ?,surprise
mayaonacleaningdrive.wmv,maya,chuho ki.,neutral
mayaonacleaningdrive.wmv,rosesh,ooh,neutral
mayaonacleaningdrive.wmv,maya,ab itna time ho geya hain ki chuho monisha ko kiraye de rahe honge.,contempt
mayaonacleaningdrive.wmv,rosesh,u hu hu hu mama you are so funny.,joy
mayaonacleaningdrive.wmv,maya,"but this situations is not vidisha ko to tum jante ho na film dekhne jaati hai to 6 , 6 ke sit pe to disinfectant chidak ti hain.",neutral
mayaonacleaningdrive.wmv,rosesh,haan.or film mein koi chhikta hain to apna muh cover karti hai.,neutral
mayaonacleaningdrive.wmv,maya,that's right aur wo monisha k ghar mein rahengi .. ha ha ek to monisha ki ghar ki halat itni pathetic. or upor se uski middle class habits.naste mein vagi or pakore sarve kare gi 40 paise ki power k sath,disgust
mayaonacleaningdrive.wmv,rosesh,even bada pao,joy
mayaonacleaningdrive.wmv,maya,"right , or pao to tum jante ho na bread wala kaise banata hain,",contempt
mayaonacleaningdrive.wmv,rosesh,kaise?,neutral
mayaonacleaningdrive.wmv,maya,1 2 cha cha cha 1 2 cha cha cha,contempt
mayaonacleaningdrive.wmv,rosesh,mom is cha cha mein kya burai hai?,neutral
mayaonacleaningdrive.wmv,maya,wo cha cha cha pao ke aate k upor khare ho kar karta hain use gundne k liye,contempt
mayaonacleaningdrive.wmv,rosesh,chhaaaa! how gross,disgust
mayaonacleaningdrive.wmv,maya,ishiliye to ishe pao kahetein hain. nhi nhi nhi vidisha ke ane se pahele mujhe monisha ka ghar ka naksha badalna hi hoga.,neutral
mayaonacleaningdrive.wmv,rosesh,lekin bhabi apki baat sunti kaha hai?,neutral
mayaonacleaningdrive.wmv,rosesh,mama main jaundice per research kar liya hai,neutral
mayaonacleaningdrive.wmv,maya,a good,joy
mayaonacleaningdrive.wmv,rosesh,"to suniyee , jaundice also non medically as acterious is a condition characterize divide by yellow of the skin and white of the eyes it's a symptom not a disease it in self.the by pigment",neutral
mayaonacleaningdrive.wmv,maya,roses mujhe jaundice per phd nahin karni hai sweety e bi practical.,neutral
mayaonacleaningdrive.wmv,rosesh,theek hai jaundice mein khana hazam nahin hota ulti a jaati hai sharir kamjor ho jata hai,neutral
mayaonacleaningdrive.wmv,maya,ok,neutral
mayaonacleaningdrive.wmv,rosesh,let's doing,neutral
mayaonacleaningdrive.wmv,maya,no,neutral
mayaonacleaningdrive.wmv,rosesh,yeah,neutral
mayaonacleaningdrive.wmv,maya,oh my goodness,neutral
mayaonacleaningdrive.wmv,rosesh,chaliye apna chehra uttara uttara sa banaie,neutral
mayaonacleaningdrive.wmv,maya,it's a good,neutral
mayaonacleaningdrive.wmv,rosesh,"no thoda aur, thoda aur that's it up ulti aane ke acting kijiye",neutral
mayaonacleaningdrive.wmv,maya,waa,neutral
mayaonacleaningdrive.wmv,rosesh,mama this is very intensity ulti chhori dil se atma se aisa lagna chahie ki aapki rom rom ulti kar raha hai,neutral
mayaonacleaningdrive.wmv,maya,wooh wooh,neutral
mayaonacleaningdrive.wmv,rosesh,maya humari bedroom k diwar ko rang ko tuch up kara rahi h.,neutral
mayaonacleaningdrive.wmv,maya,ok woo,neutral
mayaonacleaningdrive.wmv,rosesh,sochiye aapke samne monisha bhabhi ki banai hui biryani rakhi hai,neutral
mayaonacleaningdrive.wmv,maya,ewwww,disgust
mayaonacleaningdrive.wmv,rosesh,that's it,joy
mayaonacleaningdrive.wmv,maya,but this ulti business is to down market rosesh. koi aur bimari dhundh do na kuchh aur symptom wali something is little more sophisticated,contempt
mayaonacleaningdrive.wmv,rosesh,ok let me see let me see.weakness ki vajah se chakkar,joy
mayaonacleaningdrive.wmv,maya,bingo.,joy
mayaonacleaningdrive.wmv,rosesh,"kiu my lord kiu, kya mrityu mere bhitar chhupe satrangi astitwo ka naas kar sakti hai ? mrityu to kebal alpabiram madhyam hai .kya moth mere anu anu mein chhupe us prakarsakh samrajya ka anth kar sakta hai ? jise hum paramatma ka kaam kahete hain.jabab dijiye my lord jabab dijiye.",anger
mayaonacleaningdrive.wmv,indravardhan,my lord ko ye sab samajh mein ataa hai?,neutral
mayaonacleaningdrive.wmv,rosesh,haan. or ye sab sunne ke baad wo mujhe fanshi ki saja suna dete hain.,neutral
mayaonacleaningdrive.wmv,indravardhan,"naturally, aisi dialogue sun ke to koi bhi tujhe fanshi ki saja suna dega fattu.yeh dialogue hai?",anger
mayaonacleaningdrive.wmv,rosesh,isme writer ka dard chhupa hein okay?,neutral
mayaonacleaningdrive.wmv,indravardhan,"konsa dard ?saar dard, kamar ka dard. aree ye writer tera kahena kya chahata hain? kahena kya chahata hain?",anger
mayaonacleaningdrive.wmv,rosesh,yehi ke fanshi atmaa ko maar nhi sakti hain,neutral
mayaonacleaningdrive.wmv,indravardhan,lo toh direct dialogue nhi likh sakta tha?,anger
mayaonacleaningdrive.wmv,rosesh,ye writer ka style hain.,anger
mayaonacleaningdrive.wmv,indravardhan,"style , suna vitthal?",neutral
mayaonacleaningdrive.wmv,vitthal,style.,neutral
mayaonacleaningdrive.wmv,indravardhan,stye. achha maab lo kiagaar ishi code mein tumhe bathroom jana hain to writwr kya likhe ga? ki my lord meri refrigerator mein chhupa hua jal ka botal main gale se a niche utaar ke apni juduwa kirni tak pahunchane ki jarurat ki hai. ab vahi jal is duniya mein punar janam leke aane ki zid kar baithi hai. to kya main iske prabal ichha ko purn karne ke liye shauchalay ja sakta hun? aise sidha ungali nahin dikhega. chai,neutral
mayaonacleaningdrive.wmv,maya,vitthal,neutral
mayaonacleaningdrive.wmv,vitthal,aaya bhabhi ji,neutral
mayaonacleaningdrive.wmv,rosesh,phone utha lo,neutral
mayaonacleaningdrive.wmv,indravardhan,main? main mard hun,neutral
mayaonacleaningdrive.wmv,maya,"ha ha fir se problem shuru ho gaya indu ka. main mard hun main mard hun, doctor ko kyon nahin dikhte? hello this is sarabhai residents",joy
mayaonacleaningdrive.wmv,vidisha,"hey sis ,vidisha",joy
mayaonacleaningdrive.wmv,maya,hai vidisha,joy
mayaonacleaningdrive.wmv,indravardhan,wo tera boyfriend kaisa hai walter walter,neutral
mayaonacleaningdrive.wmv,vidisha,jiju se kahiye ab waltor mera boyfriend nahin raha it's over ok,anger
mayaonacleaningdrive.wmv,maya,waltor nahin raha,neutral
mayaonacleaningdrive.wmv,indravardhan,"haan! mar gaya , kya hua kya hai suicide kya hua kya hai?",surprise
mayaonacleaningdrive.wmv,maya,walter ab iske boyfriend nahin raha,neutral
mayaonacleaningdrive.wmv,vidisha,aur suniye mein shaadi kar rahi hu.,neutral
mayaonacleaningdrive.wmv,maya,beta tumhare pass aur homeopathic,sadness
mayaonacleaningdrive.wmv,rosesh,mama,fear
mayaonacleaningdrive.wmv,maya,kon,neutral
mayaonacleaningdrive.wmv,indravardhan,maya humari bedroom k diwar ko rang ko tuch up kara rahi h.,neutral
mayaonacleaningdrive.wmv,monisha,kya? lekin mummy ji ko to rang se allergy hai wo waha rahe kaise payegi?,neutral
mayaonacleaningdrive.wmv,indravardhan,wo yeha akaar rahegi,neutral
mayaonacleaningdrive.wmv,monisha,haa yeh solution hai.,joy
mayaonacleaningdrive.wmv,indravardhan,buddhu ye solution nhi problem hai. zara socho maya yeha ayegi to kya hoga.,neutral
mayaonacleaningdrive.wmv,monisha,kya hoga?,neutral
mayaonacleaningdrive.wmv,indravardhan,kya hoga? yeh akhbaar pade ho kya?monisha ye akhbaaro ka dher is beautiful couch pe kabse pada hai?,neutral
mayaonacleaningdrive.wmv,monisha,mmmmm... yead nhi kafi dino se ish area mein aai nhi hu na.,neutral
mayaonacleaningdrive.wmv,indravardhan,oh i understand. kahar is ilaka mein to tumhara aana jana hoga na,neutral
mayaonacleaningdrive.wmv,monisha,han,joy
mayaonacleaningdrive.wmv,indravardhan,to batao ki yah kapdon ka dher yahan se kab se pada hoga?,joy
mayaonacleaningdrive.wmv,monisha,han ya 3 din se pada hua hai,joy
mayaonacleaningdrive.wmv,indravardhan,chalta hai na,joy
mayaonacleaningdrive.wmv,monisha,han,joy
mayaonacleaningdrive.wmv,indravardhan,apne hi to kapde hi ha ha. uthake phne to hai. ab kaun ise sambhal ke rakhne jaega hai na?,joy
mayaonacleaningdrive.wmv,monisha,aur nahin to kya how boring.,joy
mayaonacleaningdrive.wmv,indravardhan,lekin jab maya aaegi na to inka pedon ko apne hathon se uthana padega fir usse hanger per latkana padega fir majbur almari ka darwaja apne hathon se khol kar use hanger ko apne hathon se latkana padega at the same time is baat ka bhi kadak hona chahie ki do hanger ke bich mein kam se kam ek inchi ki jage ho,neutral
mayaonacleaningdrive.wmv,monisha,itna sab kuch karna padega ?ab main kya karun daddy ji?,fear
mayaonacleaningdrive.wmv,indravardhan,maiya ko kisi tarah yahan per dera jamane se roko.,anger
mayaonacleaningdrive.wmv,monisha,lekin kaise?,fear
mayaonacleaningdrive.wmv,indravardhan,pesticide chuhe cockroach aur khatmal marne ki dawai,joy
mayaonacleaningdrive.wmv,monisha,lekin mummy ji ko yah sab pilaenge kaise?,neutral
mayaonacleaningdrive.wmv,indravardhan,are monisha tum abhi tak jinda ho,neutral
mayaonacleaningdrive.wmv,monisha,aakhri saans le rahi hun bus mummy ji ne to mera jina haram kar diya hai,sadness
mayaonacleaningdrive.wmv,indravardhan,badhai ho,contempt
mayaonacleaningdrive.wmv,monisha,yah dekhiae mera khargosh itne pyar se is bathroom mein saja ke rakha tha mummy ji ne hata diya ja kehke ki monisha it's very down market,sadness
mayaonacleaningdrive.wmv,indravardhan,yah khargosh tumne khud banaya,neutral
mayaonacleaningdrive.wmv,monisha,nhi main aur sahil zoo beach gaye the na,neutral
mayaonacleaningdrive.wmv,indravardhan,achcha vahan se khareed ke lai ho ok ok,neutral
mayaonacleaningdrive.wmv,monisha,nahin nahin kharida nahin vahan per pada hua mila mummy ji ne hata diya isase aur vah mera husband vah manne ko taiyar hi nahin hai ki uska mummy natak kar rahi hai bimari ka,sadness
mayaonacleaningdrive.wmv,indravardhan,are sahil to uska blood report dekh kar bhi nahin manega.,neutral
mayaonacleaningdrive.wmv,indravardhan,blood report,joy
mayaonacleaningdrive.wmv,sahil,kya hua monisha?,neutral
mayaonacleaningdrive.wmv,monisha,tumhare mom ne kaha monisha you are impossible. main kya impossible hun,sadness
mayaonacleaningdrive.wmv,sahil,nahin tum to possible ho,neutral
mayaonacleaningdrive.wmv,monisha,han,sadness
mayaonacleaningdrive.wmv,sahil,matlab you know what i mean kya hua kya hai baby,neutral
mayaonacleaningdrive.wmv,monisha,main mummy ji ko napkin diya aur kaha ki is per mitti ka dava hai,sadness
mayaonacleaningdrive.wmv,sahil,to hoga mitti ka dava,neutral
mayaonacleaningdrive.wmv,monisha,nhi sahil mitti ka dava nahin tha main samjha samjha ke thak gai thi yah mitti ka dhaba nahin hai main is napkin ek bada sa machhar mara tha yah uska khoon hai jo sukh ke kala ho gaya. lekin tumhara mummy you are impossible you are impossible kaheke per sar patak ne lagi aur fir jor jor se chikne lagi,anger
mayaonacleaningdrive.wmv,sahil,chikne kyon lagi,neutral
mayaonacleaningdrive.wmv,monisha,kyunki takiyo se dhul ur rahi thi na,neutral
mayaonacleaningdrive.wmv,sahil,achcha,neutral
mayaonacleaningdrive.wmv,monisha,fir vahi khare khare unhone zid karke covers change karwayein. dadi ji dar sahi tha. mummy ji bimari ka bahana karke ghar mein ghusa ayi,sadness
mayaonacleaningdrive.wmv,sahil,enough monisha please don't be paranoiac. mummy kyon dhong karne lagegi just relax and you please take care of mom and cheered up smile smile bye,neutral
mayaonacleaningdrive.wmv,monisha,bye,joy
mayaonacleaningdrive.wmv,maya,monisha,neutral
mayaonacleaningdrive.wmv,monisha,mummy ji aap kyon uthi aapki tabiyat to theek hai,neutral
mayaonacleaningdrive.wmv,maya,sahil gaya,neutral
mayaonacleaningdrive.wmv,monisha,han,neutral
mayaonacleaningdrive.wmv,maya,acchi hai infect kafi acchi hai to be honest i feel fit as a figure. oh monisha beta ye kapde agar ek din bhi yahan per pade rahe to government ise class 2 heritage structure ka darja de degi chalo abhi isi waqt uthao hanger per lagao aur cupboard per rakho do hangers ki bich mein ek inch ka jagah hona chahie come on come on quick quick quick monisha quick we have to lot to do fir saree ghar ki vacuum cleaning karni hai uske bad cushion coverscup carpets accessories bartan tumhare kapde jute jewellery makeup chaddar pillows eww shampoo soap toothpaste powder perfume and air freshener sab kuchh badal dalna hai,neutral
mayaonacleaningdrive.wmv,monisha,mummy ji aapki tabiyat kuch jyada hi theek lag rahi hai na,neutral
mayaonacleaningdrive.wmv,maya,chamatkar we did not say ab main is ghar ki surat aise badal dalungi ki saare dekhkar kahenge chamatkar,joy
mayaonacleaningdrive.wmv,sahil,monisha gadi ki chabi mom,neutral
mayaonacleaningdrive.wmv,maya,sahil beta,sadness
mayaonacleaningdrive.wmv,sahil,kya hua mom,surprise
mayaonacleaningdrive.wmv,maya,mujhe ghar tak pahuncha do please,sadness
mayaonacleaningdrive.wmv,sahil,lekin kyon mom mom mom kya kiya tumne monisha,anger
monishaadaptstohighsociety,indravardhan,come on maya calm down,neutral
monishaadaptstohighsociety,maya,i just can't calm down,sadness
monishaadaptstohighsociety,indravardhan,arey dekho radha bai ne amritsari daal aur aah sabzi methi chaman banai hai chalo chalo aao baitho,joy
monishaadaptstohighsociety,maya,mujhe nae baithana kahin bhi,anger
monishaadaptstohighsociety,indravardhan,to mujhe parosega kon?,sadness
monishaadaptstohighsociety,maya,ahaha..bulao na apni ladali bahu ko parosane me to expert ho gayi hai na aajkal i just can't believe what she has done,anger
monishaadaptstohighsociety,indravardhan,ab come on maya ab aisa bhi kya gazab kar diya monisha ne? bechari ne chhole samose aur rabadi hi to bechi hai..beech sadak par...stall lagakar...bina license ke,neutral
monishaadaptstohighsociety,maya,"aur wo bhi mumbai marathon me..mai maya sarabhai, wahan badi-badi hastiyon ke sath daud rahi hun..aur meri hi bahu beech sadak me..lelo lelo lelo..rabadi jalebi bees rupay plate, chhole samose pacchees rupay plate..extra pyaaz aur nimbu ka wo do rupay laga rahi thi",contempt
monishaadaptstohighsociety,indravardhan,come on maya come on wo bechari chhota sa business karne ja..,neutral
monishaadaptstohighsociety,maya,business? business indu? mumbai marathon ke beech me log rabadi jalebi aur chhole bhature khane rukenge? ek bhi plate nai bika uska..to naya scheme nikala madam ne..chhole samose ke sath ek plastic ka chammach free..and rabadi jalebi ke sath..,anger
monishaadaptstohighsociety,indravardhan,kya kya?,joy
monishaadaptstohighsociety,maya,"..culcatta sada paan. paan..marathon me paan..i mean sunil amblani, alliance industry ke chairman unhone mujhe sabe samne puccha..maya ye tumhari bahu hai na?",sadness
monishaadaptstohighsociety,indravardhan,tumhein saaf keh dena tha..nai,neutral
monishaadaptstohighsociety,maya,kaise kehti mai?,sadness
monishaadaptstohighsociety,indravardhan,kyun?,neutral
monishaadaptstohighsociety,maya,kaise kehti? you know what she's did..come here...ye dekho..,anger
monishaadaptstohighsociety,indravardhan,kya baat..,surprise
monishaadaptstohighsociety,maya,ye dekho kya lgaya tha usne sarabhai samosa center..center ka spelling dekho..c e n t a r...,anger
monishaadaptstohighsociety,indravardhan,haan to sahi hai na..,neutral
monishaadaptstohighsociety,sahil,umm...mom,neutral
monishaadaptstohighsociety,maya,sahil..tum abhi ke abhi monisha ko divorce dedo..ya doodh me zehar mila ke mujhe dedo,anger
monishaadaptstohighsociety,sahil,mom aap...,fear
monishaadaptstohighsociety,maya,mai..mai pila dungi usko..aur fir humlog uski laash ko ek gunny sack me daal kar apne alibaug wale farmhouse me phenk denge..fir ishtehar nikalenge newspaper me..ki..monisha kahan ho..sahil's serious..kuchh saal ke baad police case band kar degi..fir sahil ki shadi ek sophisticated ladki se kar denge...wonderful..kitna maza aaega mujhe monisha ka murder karke...,joy
monishaadaptstohighsociety,sahil,mom..mom aap hyper ho rahi hain..aur..,neutral
monishaadaptstohighsociety,indravardhan,aur murder karna itna aasan bhi nai hai..warna mai rosesh ka nai kar deta?,contempt
monishaadaptstohighsociety,sahil,mom listen to me..monisha apni harkaton se wakai sharminda hai..aur usne promise kiya hai ki wo aapko dobara upset nai karegi..,neutral
monishaadaptstohighsociety,maya,zinda rehte hue?,neutral
monishaadaptstohighsociety,sahil,umm...ha..halanki..m...monisha to sharam ke maare kareeb-kareeb marr chuki hai,neutral
monishaadaptstohighsociety,maya,phir se bolo ye phir se bolo please,joy
monishaadaptstohighsociety,sahil,sharam ke maare...,neutral
monishaadaptstohighsociety,maya,nai nai nai..sharam ke maare aur kareeb-kareeb nikaal ke bolo,joy
monishaadaptstohighsociety,sahil,wo marr chuki hai,neutral
monishaadaptstohighsociety,maya,lovely..that's music to my ears,joy
monishaadaptstohighsociety,indravardhan,come on maya..ye chhole samose aur rabadi jalebi bechana koi itna bada gunah nahi hai..,anger
monishaadaptstohighsociety,sahil,infact mom..wo to ring daalkar sabun jeetne wala stall lagane wali thi,joy
monishaadaptstohighsociety,maya,huh?,surprise
monishaadaptstohighsociety,sahil,i mean usse acha to...,neutral
monishaadaptstohighsociety,maya,"sahil..mujhe tumhari guarentee chahiye..saat dino ke andar-andar monisha ya to sophisticated ho jaegi ya tum use divorce kar doge...no arguments sahil..saat din, monisha sophisticated ya divorce",anger
monishaadaptstohighsociety,sahil,tumhein kya jarurat thi sadak par stall kholne ki?,anger
monishaadaptstohighsociety,monisha,humare dug dugi baba ke aashram ke liye paise jama kar rahi thi mai,anger
monishaadaptstohighsociety,sahil,kon hai ye dug dugi baba?,anger
monishaadaptstohighsociety,monisha,"sahil please haan..dug dugi baba ka naam izzat se lo. pata hai unke aashram ka bahar clearly board laga hai, fix rate all prashad is cooked in pure ghee only. bhabhooti and kumkum are not for sale",neutral
monishaadaptstohighsociety,sahil,ye baba hai ya hotel ka menu padh rahi ho tum?,anger
monishaadaptstohighsociety,monisha,"sahil, bohot bade yogi hain wo. pata hai wo humein swachhata rakhana sikhate hain..mann ki",fear
monishaadaptstohighsociety,sahil,in short tum meri baat nahi manogi. hai na? great thank you,anger
monishaadaptstohighsociety,monisha,sahil sahil..mai nahi bann sakti sophisticated,sadness
monishaadaptstohighsociety,sahil,"kyun nahi bann sakti han..? i mean why can't you try. rosesh hai, mom hain tumhein help karne ke liye",anger
monishaadaptstohighsociety,monisha,wo dono..lekin..,sadness
monishaadaptstohighsociety,sahil,"please, please....meri khatir..i mean meri khatir saat din ke andar andar bann jao na sophisticated..please",neutral
monishaadaptstohighsociety,maya,"okay rule number one, kahin bhi kabhi bhi kisi bhi haal me tum bargain nahi karogi",neutral
monishaadaptstohighsociety,monisha,rule number two se shuru karein?,fear
monishaadaptstohighsociety,maya,"nahi monisha, tumhein puri tarah se sophisticated banna hai na? so rule number one, no bargaining",anger
monishaadaptstohighsociety,rosesh,"rule number two, aap chappal ghaseet kar nahi chalengi",neutral
monishaadaptstohighsociety,monisha,kahan?,neutral
monishaadaptstohighsociety,maya,kahin bhi..monisha chappal pehen ke aise chalna chahiye ki logon ko pata bhi na chale ki tumne chappal pehni hai,neutral
monishaadaptstohighsociety,monisha,mehngi wali chappal ho tab bhi nahi?,neutral
monishaadaptstohighsociety,maya,usme heere aur moti jade ho tab bhi nahi..okay?,neutral
monishaadaptstohighsociety,monisha,"to kya fayda, phir to mai har jagah pe bathroom slipper hi pehen ke jaungi..do patti wale",joy
monishaadaptstohighsociety,maya,monisha..chappal achhi pehenni chahiye lekin use show off karne ke bohot sare tareeke hain..rosesh,neutral
monishaadaptstohighsociety,rosesh,yeah momma,joy
monishaadaptstohighsociety,maya,hi lubhna!,joy
monishaadaptstohighsociety,rosesh,"oh hi maya! what will you have? bloody mary, champagne or strawberry cocktail?",joy
monishaadaptstohighsociety,maya,"i think i'll have strawberry cocktail, meri blahnik ke pink sandals ko match karegi, nai? haha,just joking",joy
monishaadaptstohighsociety,rosesh,lovely sandals i must say han,joy
monishaadaptstohighsociety,maya,"thank you. dekha? iss tarah se, subtle. aa ke try karo",neutral
monishaadaptstohighsociety,monisha,haan. hi lubhna,joy
monishaadaptstohighsociety,rosesh,"hi monisha. what will you have? bloody mary, champagne or strawberry cocktail?",joy
monishaadaptstohighsociety,monisha,kala khatta hai?,joy
monishaadaptstohighsociety,maya,kala khatta?,surprise
monishaadaptstohighsociety,monisha,"haan mummy ji, meri chappal kaali hai na..dekhiye",joy
monishaadaptstohighsociety,maya,monisha..please for god's s..,neutral
monishaadaptstohighsociety,rosesh,"suniye, aapke samne baithi aurat ne agar khoobsurat saree pehni ho, pretty gehne pehne ho, smart ho..to use khaas ignore karna chahiye..momma aap smart aurat okay",neutral
monishaadaptstohighsociety,maya,okay,neutral
monishaadaptstohighsociety,rosesh,you're the perfect example i tell you,joy
monishaadaptstohighsociety,maya,hahah thanks sweetie,joy
monishaadaptstohighsociety,rosesh,welcome momma,joy
monishaadaptstohighsociety,maya,accha monisha mai smart aurat mera naam mrs sahani,neutral
monishaadaptstohighsociety,monisha,hmm,neutral
monishaadaptstohighsociety,maya,mai apne earrings show off karungi haan..and rosesh maya sarabhai..wo ignore karega,neutral
monishaadaptstohighsociety,monisha,haan,neutral
monishaadaptstohighsociety,rosesh,hi mrs. sahani!,joy
monishaadaptstohighsociety,maya,hi mrs. sarabhai! lovely earrings han,joy
monishaadaptstohighsociety,rosesh,yeah thanks..wo hint de to aur bhi ignore kijiye..kya hua mrs sahani aapke kaano me taqleef hai?,neutral
monishaadaptstohighsociety,maya,"nahi to..haha..wo mere earrings naye hain na, isiliye pench thoda sa tight hai",joy
monishaadaptstohighsociety,rosesh,"go for the kill bhabhi..wo kisi babloo malgethabai jeweller se to nai khareedi? hahaha mrs. sahani, humesha branded aur sophisticated jewellary hi khareedani chahiye",contempt
monishaadaptstohighsociety,monisha,kisi bhi cheez ki kisi bhi haal me kimat nahi puchhni chahiye? haye la,fear
monishaadaptstohighsociety,maya,monisha hay la is banned..banned.,disgust
monishaadaptstohighsociety,monisha,huh?,surprise
monishaadaptstohighsociety,maya,agar koi ufo bhi yahan utar aaye na complete with aliens to bhi tum haye la nahi bologi. agar puri film industry yahan tumhara autograph maangane aa jaye to bhi tum nahi bologi. no haye la.,neutral
monishaadaptstohighsociety,monisha,"maan lijiye mummy ji, ki isse bhi badi baat ho umm jaise ki um..sabjiwale dhaniya ke sath tamatar aur bhindi muft me de..to?",joy
monishaadaptstohighsociety,maya,ye ise usse bhi badi baat lagti hai,contempt
monishaadaptstohighsociety,maya,"hi sarita! haan monisha ka make over finaly complete ho gaya haha arey kal siddharth bookstore me rosesh ki poetry reading me jo mere sath baithi hui thi wo monisha hi to thi..haan haha..what? oh don't be silly sarita, monisha mujhse jyada sophisticated kaise lag sakti hai? hah? wo..nai..sarita...listen..listen sarita i'll talk to you later okay?",fear
monishaadaptstohighsociety,rosesh,momma..momma kalakar reviews me meri poetry reading ki photo chhapi hai,joy
monishaadaptstohighsociety,maya,accha..,joy
monishaadaptstohighsociety,rosesh,monisha bhabhi ke sath..,joy
monishaadaptstohighsociety,maya,oh..,surprise
monishaadaptstohighsociety,rosesh,"aapke baare me bhi chhapa hai..monisha bhabhi ke baad..suniye. rosesh ki kavita me jo kashish thi, usse kahin jyada kashish monisha sarabhai ke andaaz me thi. monisha sarabhai jis tarah se rosesh ki kavita ki tareef kar rahi thi, usi se unki gehri soch aur kalaprem ka pata chalta hai. monisha sarabhai ki upastithi se poora function...",joy
monishaadaptstohighsociety,maya,rosesh mere bare me kya likha hai?,neutral
monishaadaptstohighsociety,rosesh,haan haan...maya sarabhai bhi wahan thi.,neutral
monishaadaptstohighsociety,maya,aur?,neutral
monishaadaptstohighsociety,rosesh,bss,neutral
monishaadaptstohighsociety,maya,konsa ghatiya newspaper padh rahe ho tum?,anger
monishaadaptstohighsociety,rosesh,kalakaar times,neutral
monishaadaptstohighsociety,maya,"no wonder. hindi regional newspaper, naturally monisha ke bare me hi to likhenge wo log",anger
monishaadaptstohighsociety,monisha,"hi mom, hi rosesh!",joy
monishaadaptstohighsociety,rosesh,hi bhabhi!,joy
monishaadaptstohighsociety,monisha,rosesh call me monisha..bhabhi sounds just so behenji ya phir you can call me..,joy
monishaadaptstohighsociety,simple,ya phir you can call her monizay,joy
monishaadaptstohighsociety,monisha,right,joy
monishaadaptstohighsociety,simple,monizay..bohot hi latin american sound karega na..exotic,joy
monishaadaptstohighsociety,rosesh,hi simple aunty,joy
monishaadaptstohighsociety,simple,hi darling,joy
monishaadaptstohighsociety,rosesh,please sit please sit...momma yuyu ki mummy,joy
monishaadaptstohighsociety,simple,i know,neutral
monishaadaptstohighsociety,maya,lekin ye yahan kya karri hain? inhein yahan nahi aana chahiye tha,anger
monishaadaptstohighsociety,simple,han maine bhi monizay se kuchh aisa hi kaha tha ki mujhe yahan nahi aana chahiye tha..agar koi dekh lega to kya kahega ki mrs simple kelwala kisi flat me gayi thi?,contempt
